Console,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PC_ID,Summary,URL
gameboy-advance,007 Everything or Nothing,2003-11-01,Teen,Electronic Arts,Unkown,Action & Adventure,014633147179,2162,Unkown,https://www.pricecharting.com/game/gameboy-advance/007-everything-or-nothing
gameboy-advance,007 Nightfire,2003-03-01,Teen,Electronic Arts,Unkown,Action & Adventure,014633146226,2418,Unkown,https://www.pricecharting.com/game/gameboy-advance/007-nightfire
gameboy-advance,2 Games in 1 Double Pack: SpongeBob,2006-09-08,Everyone,THQ,Unkown,Compilation,785138321776,16139,Unkown,https://www.pricecharting.com/game/gameboy-advance/2-games-in-1-double-pack-spongebob
gameboy-advance,2006 FIFA World Cup,2006-04-24,Everyone,Electronic Arts,EA Canada,Soccer,014633152029,11066,"2006 FIFA World Cup features 12 official stadiums used at 2006 FIFA World Cup Germany and stadiums from each qualifying region. Gamers can play as their favorite team from qualification right through to a virtual reproduction of the tournament in Germany. With enhanced player animations, EA SPORTS has emulated close to 100 of the world's superstars, capturing their playing styles and individual likenesses. In addition to enabling gamers to participate in the 2006 FIFA World Cup Germany by taking control of one of 127 national teams, the game features new compelling modes of play, including the groundbreaking Global Challenge that tests even the most hardcore soccer fan by recreating classic moments in FIFA World Cup history. Furthermore, the game supports up to eight-way multiplayer matches and features a plethora of in-game unlockable content such as legendary players and exclusive apparel.",https://www.pricecharting.com/game/gameboy-advance/2006-fifa-world-cup
gameboy-advance,3-in-1 Rec Room Challenge,2005-12-12,Everyone,Majesco,Unkown,Sports,096427014614,11338,Unkown,https://www.pricecharting.com/game/gameboy-advance/3-in-1-rec-room-challenge
gameboy-advance,3-in-1 Sports Pack,2005-12-01,Everyone,Majesco,Unkown,Sports,096427014522,11336,Unkown,https://www.pricecharting.com/game/gameboy-advance/3-in-1-sports-pack
gameboy-advance,3D Pool,2004-11-01,Everyone,Ignition,Unkown,Sports,893384000021,1964,Unkown,https://www.pricecharting.com/game/gameboy-advance/3d-pool
gameboy-advance,A Sound of Thunder,2005-02-01,Teen,BAM,Unkown,Action & Adventure,682384320181,1965,Unkown,https://www.pricecharting.com/game/gameboy-advance/a-sound-of-thunder
gameboy-advance,Ace Combat Advance,2005-02-23,Everyone,Namco,Unkown,Action & Adventure,722674500098,10954,Unkown,https://www.pricecharting.com/game/gameboy-advance/ace-combat-advance
gameboy-advance,Activision Anthology,2003-12-09,Everyone,Aspyr,Unkown,Arcade,618870401201,1967,Unkown,https://www.pricecharting.com/game/gameboy-advance/activision-anthology
gameboy-advance,Advance Guardian Heroes,2004-09-14,Everyone,Ubisoft,Unkown,Action & Adventure,008888142096,1968,Unkown,https://www.pricecharting.com/game/gameboy-advance/advance-guardian-heroes
gameboy-advance,Advance Wars,2001-09-09,Everyone,Nintendo,Intelligent Systems,Strategy,045496731458,1969,"Advance Wars is a turn-based strategy video game developed for the Game Boy Advance by Intelligent Systems and published by Nintendo. It was released in North America on September 10, 2001. The game's release in Japan and Europe was delayed, supposedly due to the September 11 attacks in the United States. Although the game was released in Europe in January 2002, neither GBA title was released in Japan until the Game Boy Wars Advance 1+2 compilation in 2004. Advance Wars has been released for the Wii U Virtual Console simultaneously in Europe and North America on April 3, 2014.",https://www.pricecharting.com/game/gameboy-advance/advance-wars
gameboy-advance,Advance Wars 2,2003-06-01,Everyone,Nintendo,Intelligent Systems,Strategy,045496733124,1970,Advance Wars 2: Black Hole Rising is a turn-based strategy video game for the Game Boy Advance. It was developed by Intelligent Systems and published by Nintendo in 2003. It is the second game in the Advance Wars sub-series of Nintendo Wars. It is preceded by Advance Wars and followed by Advance Wars: Dual Strike.,https://www.pricecharting.com/game/gameboy-advance/advance-wars-2
gameboy-advance,Aero the Acro-Bat,2002-05-14,Everyone,Metro 3d,Unkown,Action & Adventure,650001771142,10937,Unkown,https://www.pricecharting.com/game/gameboy-advance/aero-the-acro-bat
gameboy-advance,Agassi Tennis Generation,2003-08-01,Everyone,Unkown,Unkown,Sports,625904359902,1971,Unkown,https://www.pricecharting.com/game/gameboy-advance/agassi-tennis-generation
gameboy-advance,Aggravation / Sorry /  Scrabble Jr,2005-08-01,Everyone,DSI Games,Gravity-I,Party,802068100469,1972,"Sorry!
Sorry!, the classic game of slide and pursuit, has been supercharged for Game Boy Advance! Be the first player to move all four of your pawns around the game board from Start to Home.
Aggravation
Be the first player to move all four of your colored marbles around the game board from Base to Home. You don't have to 'Aggravate' the other players to win, but it sure helps! Aggravation can be played by 1 to 6 players.
Scrabble Junior
Get ready for your very own Game Boy Advance version of the famous crossword game! Cover the game board letters with matching letter tiles, and score points by completing words.",https://www.pricecharting.com/game/gameboy-advance/aggravation-sorry-scrabble-jr
gameboy-advance,Aggressive Inline,2002-08-27,Everyone,Acclaim,Unkown,Extreme Sports,021481522935,1973,Unkown,https://www.pricecharting.com/game/gameboy-advance/aggressive-inline
gameboy-advance,Air Hockey E-Reader,2004-01-01,Everyone,Unkown,Unkown,Other,045496714994,42392,Unkown,https://www.pricecharting.com/game/gameboy-advance/air-hockey-e-reader
gameboy-advance,Airforce Delta Storm,2002-09-16,Everyone,Konami,Unkown,Simulation,083717500377,11289,Unkown,https://www.pricecharting.com/game/gameboy-advance/airforce-delta-storm
gameboy-advance,Aladdin,2004-09-28,Everyone,Capcom,Unkown,Action & Adventure,013388280186,1974,Unkown,https://www.pricecharting.com/game/gameboy-advance/aladdin
gameboy-advance,Alex Rider Stormbreaker,2006-10-02,Everyone 10+,THQ,Unkown,Action & Adventure,785138322292,11651,Unkown,https://www.pricecharting.com/game/gameboy-advance/alex-rider-stormbreaker
gameboy-advance,Alienators Evolution Continues,2001-11-13,Everyone,Activision,Unkown,Action & Adventure,047875802858,1975,Unkown,https://www.pricecharting.com/game/gameboy-advance/alienators-evolution-continues
gameboy-advance,All-Star Baseball 2003,2002-05-31,Everyone,Jack of All Games,Unkown,Baseball,021481522812,1977,Unkown,https://www.pricecharting.com/game/gameboy-advance/all-star-baseball-2003
gameboy-advance,All-Star Baseball 2004,2003-02-01,Everyone,Acclaim,Unkown,Baseball,021481523123,1978,Unkown,https://www.pricecharting.com/game/gameboy-advance/all-star-baseball-2004
gameboy-advance,Altered Beast Guardian of the Realms,2002-11-23,Teen,Sega,Unkown,Action & Adventure,785138321189,1979,Unkown,https://www.pricecharting.com/game/gameboy-advance/altered-beast-guardian-of-the-realms
gameboy-advance,Amazing Virtual Sea-Monkeys,,Unkown,Swing! Entertainment,Unkown,Action & Adventure,815315000344,18709,Unkown,https://www.pricecharting.com/game/gameboy-advance/amazing-virtual-sea-monkeys
gameboy-advance,American Bass Challenge,2001-12-05,Everyone,Ubisoft,Unkown,Sports,008888140122,1980,Unkown,https://www.pricecharting.com/game/gameboy-advance/american-bass-challenge
gameboy-advance,American Dragon Jake Long Rise of the Huntsclan,2006-10-12,Everyone 10+,Disney,Unkown,Action & Adventure,712725002558,10975,Unkown,https://www.pricecharting.com/game/gameboy-advance/american-dragon-jake-long-rise-of-the-huntsclan
gameboy-advance,American Idol,2003-11-18,Everyone,Konami,Möbius Entertainment,Music,767649400683,1981,Unkown,https://www.pricecharting.com/game/gameboy-advance/american-idol
gameboy-advance,An American Tail Fievel's Gold Rush,2003-05-02,Everyone,SVG Distribution,Unkown,Action & Adventure,815315000146,10398,Unkown,https://www.pricecharting.com/game/gameboy-advance/an-american-tail-fievel%27s-gold-rush
gameboy-advance,Animal Crossing Series 1 E-Reader,2004-01-01,Everyone,Nintendo,Unkown,Other,045496732165,42393,Unkown,https://www.pricecharting.com/game/gameboy-advance/animal-crossing-series-1-e-reader
gameboy-advance,Animal Crossing Series 2 E-Reader,2002-01-01,Unkown,Nintendo,Unkown,Other,045496732288,35847,Unkown,https://www.pricecharting.com/game/gameboy-advance/animal-crossing-series-2-e-reader
gameboy-advance,Animal Crossing Series 3 E-Reader,2002-01-01,Unkown,Nintendo,Unkown,Other,045496732394,35846,Unkown,https://www.pricecharting.com/game/gameboy-advance/animal-crossing-series-3-e-reader
gameboy-advance,Animal Crossing Series 4 E-Reader,2002-01-01,Unkown,Nintendo,Unkown,Other,045496733186,35848,Unkown,https://www.pricecharting.com/game/gameboy-advance/animal-crossing-series-4-e-reader
gameboy-advance,Animal Snap,2002-11-01,Everyone,Unkown,Unkown,Action & Adventure,893384000175,11823,Unkown,https://www.pricecharting.com/game/gameboy-advance/animal-snap
gameboy-advance,Ant Bully,2006-07-24,Everyone,Midway,Unkown,Action & Adventure,031719191567,7265,Unkown,https://www.pricecharting.com/game/gameboy-advance/ant-bully
gameboy-advance,Antz Extreme Racing,2002-11-20,Everyone,Jack of All Games,Unkown,Racing,020626715898,1982,Unkown,https://www.pricecharting.com/game/gameboy-advance/antz-extreme-racing
gameboy-advance,Arctic Tale,2007-10-10,Everyone,DSI Games,Atomic Planet Entertainment,Action & Adventure,802068101282,11739,Unkown,https://www.pricecharting.com/game/gameboy-advance/arctic-tale
gameboy-advance,Army Men Advance,2001-06-10,Everyone,3DO,Unkown,Action & Adventure,790561523116,1983,Unkown,https://www.pricecharting.com/game/gameboy-advance/army-men-advance
gameboy-advance,Army Men Operation Green,2001-12-02,Everyone,Unkown,Unkown,Action & Adventure,790561524717,11700,Unkown,https://www.pricecharting.com/game/gameboy-advance/army-men-operation-green
gameboy-advance,Army Men Turf Wars,2002-09-29,Teen,3DO,Unkown,Action & Adventure,790561509714,11698,Unkown,https://www.pricecharting.com/game/gameboy-advance/army-men-turf-wars
gameboy-advance,Around the World in 80 Days,2004-07-05,Everyone,Disney,Unkown,Action & Adventure,677990104591,11429,Unkown,https://www.pricecharting.com/game/gameboy-advance/around-the-world-in-80-days
gameboy-advance,Arthur and the Invisibles,2007-01-09,Everyone,Atari,Unkown,Action & Adventure,742725273900,1984,Unkown,https://www.pricecharting.com/game/gameboy-advance/arthur-and-the-invisibles
gameboy-advance,Astro Boy Omega Factor,2004-08-18,Everyone,Sega,Treasure,Action & Adventure,010086600278,1986,Unkown,https://www.pricecharting.com/game/gameboy-advance/astro-boy-omega-factor
gameboy-advance,Atari Anniversary Advance,2002-03-25,Everyone,Atari,Unkown,Arcade,742725234949,1987,Unkown,https://www.pricecharting.com/game/gameboy-advance/atari-anniversary-advance
gameboy-advance,Atomic Betty,2005-10-25,Everyone,Namco,Unkown,Action & Adventure,722674500159,1988,Unkown,https://www.pricecharting.com/game/gameboy-advance/atomic-betty
gameboy-advance,ATV Quad Power Racing,2002-08-20,Everyone,Acclaim,Unkown,Racing,021481523024,1989,Unkown,https://www.pricecharting.com/game/gameboy-advance/atv-quad-power-racing
gameboy-advance,ATV Thunder Ridge Riders,2006-09-05,Everyone,Destination Software,Unkown,Racing,802068100926,8544,Unkown,https://www.pricecharting.com/game/gameboy-advance/atv-thunder-ridge-riders
gameboy-advance,Avatar The Burning Earth,2007-09-16,Everyone 10+,THQ,Halfbrick,Action & Adventure,785138322575,10246,Unkown,https://www.pricecharting.com/game/gameboy-advance/avatar-the-burning-earth
gameboy-advance,Avatar the Last Airbender,2006-10-10,Everyone,THQ,Halfbrick,Action & Adventure,785138322384,1990,Unkown,https://www.pricecharting.com/game/gameboy-advance/avatar-the-last-airbender
gameboy-advance,Babar: To the Rescue,2006-06-28,Everyone,American Game Factory,Unkown,Action & Adventure,855433001328,21673,Unkown,https://www.pricecharting.com/game/gameboy-advance/babar-to-the-rescue
gameboy-advance,Back to Stone,2006-12-01,Unkown,Unkown,Unkown,Action & Adventure,891563001067,35064,Unkown,https://www.pricecharting.com/game/gameboy-advance/back-to-stone
gameboy-advance,Back Track,2001-10-04,Teen,Telegames,Unkown,Action & Adventure,834815002016,1991,Unkown,https://www.pricecharting.com/game/gameboy-advance/back-track
gameboy-advance,Backyard Baseball,2002-05-30,Everyone,Atari,Unkown,Baseball,742725235014,1992,Unkown,https://www.pricecharting.com/game/gameboy-advance/backyard-baseball
gameboy-advance,Backyard Baseball 2006,2005-03-16,Everyone,Unkown,Unkown,Baseball,742725260856,1993,Unkown,https://www.pricecharting.com/game/gameboy-advance/backyard-baseball-2006
gameboy-advance,Backyard Baseball 2007,2006-06-01,Everyone,Atari,Unkown,Baseball,742725273641,11602,Unkown,https://www.pricecharting.com/game/gameboy-advance/backyard-baseball-2007
gameboy-advance,Backyard Basketball,2004-09-22,Everyone,Atari,Unkown,Basketball,742725235441,1994,Unkown,https://www.pricecharting.com/game/gameboy-advance/backyard-basketball
gameboy-advance,Backyard Basketball 2007,2006-09-01,Everyone,Humongous,Unkown,Basketball,742725273689,11604,Unkown,https://www.pricecharting.com/game/gameboy-advance/backyard-basketball-2007
gameboy-advance,Backyard Football,2002-09-25,Everyone,Atari,Unkown,Football,742725235434,1995,Unkown,https://www.pricecharting.com/game/gameboy-advance/backyard-football
gameboy-advance,Backyard Football 2006,2005-10-18,Everyone,Unkown,Unkown,Football,742725265332,11587,Unkown,https://www.pricecharting.com/game/gameboy-advance/backyard-football-2006
gameboy-advance,Backyard Football 2007,2006-09-01,Everyone,Humongous,Unkown,Football,742725273726,11606,Unkown,https://www.pricecharting.com/game/gameboy-advance/backyard-football-2007
gameboy-advance,Backyard Hockey,2003-10-09,Everyone,Atari,Unkown,Sports,742725248052,1996,Unkown,https://www.pricecharting.com/game/gameboy-advance/backyard-hockey
gameboy-advance,Backyard Skateboarding,2004-10-04,Everyone,Atari,Unkown,Extreme Sports,742725265363,11588,Unkown,https://www.pricecharting.com/game/gameboy-advance/backyard-skateboarding
gameboy-advance,Baldur's Gate Dark Alliance,2004-02-10,Teen,Black Isle Studios,Magic Pockets,RPG,802068100186,1997,Unkown,https://www.pricecharting.com/game/gameboy-advance/baldur's-gate-dark-alliance
gameboy-advance,Ballistic Ecks vs Sever,2002-09-14,Teen,BAM,Unkown,Action & Adventure,682384320211,11434,Unkown,https://www.pricecharting.com/game/gameboy-advance/ballistic-ecks-vs-sever
gameboy-advance,Balloon Fight E-Reader,2002-09-01,Everyone,Unkown,Unkown,Other,045496732073,14647,Unkown,https://www.pricecharting.com/game/gameboy-advance/balloon-fight-e-reader
gameboy-advance,Banjo Kazooie Grunty's Revenge,2003-09-12,Everyone,THQ,Rare,Platformer,785138321530,1998,"Gruntilda is back and only Banjo and Kazooie can stop her master plan! Travel through time encountering puzzles, battles, and meeting friends old and new in this all-new Banjo-Kazooie adventure!",https://www.pricecharting.com/game/gameboy-advance/banjo-kazooie-grunty's-revenge
gameboy-advance,Banjo Pilot,2005-01-12,Everyone,Unkown,Unkown,Action & Adventure,785138321554,1999,Unkown,https://www.pricecharting.com/game/gameboy-advance/banjo-pilot
gameboy-advance,Barbie and the Magic of Pegasus,2005-09-06,Everyone,Vivendi Universal,Unkown,Action & Adventure,020626723671,2000,Unkown,https://www.pricecharting.com/game/gameboy-advance/barbie-and-the-magic-of-pegasus
gameboy-advance,Barbie as the Island Princess,2007-10-30,Everyone,Activision,Unkown,Action & Adventure,047875753990,10247,Unkown,https://www.pricecharting.com/game/gameboy-advance/barbie-as-the-island-princess
gameboy-advance,Barbie Diaries High School Mystery,2006-10-30,Everyone,Activision,Unkown,Action & Adventure,047875753150,11215,Unkown,https://www.pricecharting.com/game/gameboy-advance/barbie-diaries-high-school-mystery
gameboy-advance,Barbie Groovy Games,2002-09-01,Everyone,Barbie Software,Unkown,Arcade,020626717045,2001,Unkown,https://www.pricecharting.com/game/gameboy-advance/barbie-groovy-games
gameboy-advance,Barbie Horse Adventures Blue Ribbon Race,2003-09-01,Everyone,Vivendi Universal,Unkown,Racing,020626720533,2002,Unkown,https://www.pricecharting.com/game/gameboy-advance/barbie-horse-adventures-blue-ribbon-race
gameboy-advance,Barbie in The 12 Dancing Princesses,2006-10-30,Everyone,Activision,Unkown,Action & Adventure,047875753136,8555,Unkown,https://www.pricecharting.com/game/gameboy-advance/barbie-in-the-12-dancing-princesses
gameboy-advance,Barbie Princess and the Pauper,2004-09-12,Everyone,Universal Interactive,Unkown,Action & Adventure,020626721950,2003,Unkown,https://www.pricecharting.com/game/gameboy-advance/barbie-princess-and-the-pauper
gameboy-advance,Barbie Secret Agent Barbie,2002-10-08,Everyone,Vivendi Universal,Unkown,Action & Adventure,020626717533,8556,Unkown,https://www.pricecharting.com/game/gameboy-advance/barbie-secret-agent-barbie
gameboy-advance,Barbie Superpack,2005-09-01,Everyone,Unkown,Unkown,Action & Adventure,020626724111,2004,Unkown,https://www.pricecharting.com/game/gameboy-advance/barbie-superpack
gameboy-advance,Barnyard,2006-08-01,Everyone,Unkown,Unkown,Action & Adventure,785138321844,2005,Unkown,https://www.pricecharting.com/game/gameboy-advance/barnyard
gameboy-advance,Baseball Advance,2002-03-20,Everyone,Jack of All Games,Unkown,Baseball,785138321011,11639,Unkown,https://www.pricecharting.com/game/gameboy-advance/baseball-advance
gameboy-advance,Baseball E-Reader,2002-01-01,Unkown,Unkown,Unkown,Other,045496732257,35842,Unkown,https://www.pricecharting.com/game/gameboy-advance/baseball-e-reader
gameboy-advance,Batman Begins,2005-06-14,Everyone 10+,Unkown,Unkown,Action & Adventure,014633149098,2006,Unkown,https://www.pricecharting.com/game/gameboy-advance/batman-begins
gameboy-advance,Batman Rise of Sin Tzu,2003-10-27,Everyone,Ubisoft,Unkown,Action & Adventure,008888141495,2007,Unkown,https://www.pricecharting.com/game/gameboy-advance/batman-rise-of-sin-tzu
gameboy-advance,Batman Vengeance,2001-10-30,Everyone,Ubisoft,Unkown,Action & Adventure,008888140030,2008,Unkown,https://www.pricecharting.com/game/gameboy-advance/batman-vengeance
gameboy-advance,Battle B-Daman,2006-07-26,Everyone,Atlus,Takara,Action & Adventure,730865850174,8578,Unkown,https://www.pricecharting.com/game/gameboy-advance/battle-b-daman
gameboy-advance,Battle B-Daman: Fire Spirits,2006-09-26,Everyone 10+,Atlus,Takara,Action & Adventure,730865850228,8579,Unkown,https://www.pricecharting.com/game/gameboy-advance/battle-b-daman-fire-spirits
gameboy-advance,Battle for Bikini Bottom & Freeze Frame Frenzy Double Pack,,Everyone 10+,THQ,Unkown,Action & Adventure,785138322032,30778,"2 Games in 1 Double Pack - SpongeBob SquarePants: Battle for Bikini Bottom & Nicktoons: Freeze Frame Frenzy is a Miscellaneous game, developed by Vicarious Visions and published by THQ, which was released in 2004.",https://www.pricecharting.com/game/gameboy-advance/battle-for-bikini-bottom-&-freeze-frame-frenzy-double-pack
gameboy-advance,Battlebots Beyond the Battlebox,2002-12-10,Everyone,Majesco,Unkown,Action & Adventure,096427012740,2009,Unkown,https://www.pricecharting.com/game/gameboy-advance/battlebots-beyond-the-battlebox
gameboy-advance,Battlebots Design and Destroy,2003-08-31,Everyone,Majesco,Unkown,Action & Adventure,096427013204,2010,Unkown,https://www.pricecharting.com/game/gameboy-advance/battlebots-design-and-destroy
gameboy-advance,Bee Game,2007-11-05,Everyone,Unkown,Unkown,Action & Adventure,031719191925,11150,Unkown,https://www.pricecharting.com/game/gameboy-advance/bee-game
gameboy-advance,Berenstain Bears and the Spooky Old Tree,2005-09-20,Everyone,Namco,Unkown,Action & Adventure,722674500142,10584,Unkown,https://www.pricecharting.com/game/gameboy-advance/berenstain-bears-and-the-spooky-old-tree
gameboy-advance,Beyblade Grevolution,2004-11-01,Everyone,Atari,Unkown,Action & Adventure,742725256897,11973,Unkown,https://www.pricecharting.com/game/gameboy-advance/beyblade-grevolution
gameboy-advance,Beyblade V Force,2003-11-01,Everyone,Atari SA,Full Fat,Action & Adventure,742725248489,2012,"A sinister group is stealing Bit Beasts from the World Champion Bladebreakers and you must help defend against this mysterious force, using skill, balance, and endurance. Play as any Bladebreakers--including Tyson and Kai, and call upon your best strategies and mightiest Bit Beasts. Unlock more than 100 Beyblade collectibles as you fight through 50 Vforce challenges. It's a battle with the best Bladebreakers in the world, so make sure you've got the fighting spirit.",https://www.pricecharting.com/game/gameboy-advance/beyblade-v-force
gameboy-advance,Big Mutha Truckers,2005-11-09,Everyone 10+,Destination,Unkown,Racing,802068100346,2014,Unkown,https://www.pricecharting.com/game/gameboy-advance/big-mutha-truckers
gameboy-advance,Bionicle Heroes,2006-11-14,Everyone,Square Enix,Unkown,Action & Adventure,788687400275,2015,Unkown,https://www.pricecharting.com/game/gameboy-advance/bionicle-heroes
gameboy-advance,Bionicle Matoran Adventures,2002-10-29,Everyone,Electronic Arts,Unkown,Action & Adventure,014633145540,8611,Unkown,https://www.pricecharting.com/game/gameboy-advance/bionicle-matoran-adventures
gameboy-advance,Bionicle Maze of Shadows,2005-09-18,Everyone,THQ,Unkown,Action & Adventure,785138321820,11647,Unkown,https://www.pricecharting.com/game/gameboy-advance/bionicle-maze-of-shadows
gameboy-advance,Bionicle The Game,2003-09-10,Everyone,THQ,Unkown,Action & Adventure,785138321516,2016,Unkown,https://www.pricecharting.com/game/gameboy-advance/bionicle-the-game
gameboy-advance,Blackthorne,2003-09-17,Teen,Blizzard,Unkown,Action & Adventure,020626719018,11093,Unkown,https://www.pricecharting.com/game/gameboy-advance/blackthorne
gameboy-advance,Blades of Thunder,2005-02-01,Teen,Summit,Unkown,Action & Adventure,831666900249,2020,Unkown,https://www.pricecharting.com/game/gameboy-advance/blades-of-thunder
gameboy-advance,Blender Bros,2002-04-15,Everyone,Infogrames,Unkown,Action & Adventure,742725235229,11568,Unkown,https://www.pricecharting.com/game/gameboy-advance/blender-bros
gameboy-advance,BMX Trick Racer,2003-12-31,Everyone,Simon & Schuster,Unkown,Extreme Sports,076714522947,2021,Unkown,https://www.pricecharting.com/game/gameboy-advance/bmx-trick-racer
gameboy-advance,Board Game Classics,2005-11-03,Everyone,Destination Software,Unkown,Party,802068100520,2022,Unkown,https://www.pricecharting.com/game/gameboy-advance/board-game-classics
gameboy-advance,Boktai 2 Solar Boy Django,2004-10-19,Teen,Konami,Unkown,RPG,083717500476,2023,Unkown,https://www.pricecharting.com/game/gameboy-advance/boktai-2-solar-boy-django
gameboy-advance,Boktai The Sun in Your Hands,2003-09-01,Everyone,Konami,Unkown,RPG,083717500407,2024,Unkown,https://www.pricecharting.com/game/gameboy-advance/boktai-the-sun-in-your-hands
gameboy-advance,Bomberman Max 2 Blue,2002-06-01,Everyone,Majesco,Unkown,Puzzle,096427012733,2025,Unkown,https://www.pricecharting.com/game/gameboy-advance/bomberman-max-2-blue
gameboy-advance,Bomberman Max 2 Red,2002-06-01,Everyone,Majesco,Unkown,Puzzle,096427012726,2026,Unkown,https://www.pricecharting.com/game/gameboy-advance/bomberman-max-2-red
gameboy-advance,Bomberman Tournament,2001-06-01,Everyone,Activision,Unkown,Action & Adventure,047875802490,2028,Unkown,https://www.pricecharting.com/game/gameboy-advance/bomberman-tournament
gameboy-advance,Bookworm,2004-06-01,Everyone,Majesco,Unkown,Puzzle,096427013280,2030,Unkown,https://www.pricecharting.com/game/gameboy-advance/bookworm
gameboy-advance,Boulder Dash EX,2002-09-16,Everyone,Kemco,Vision Works,Action & Adventure,741648008019,2031,Unkown,https://www.pricecharting.com/game/gameboy-advance/boulder-dash-ex
gameboy-advance,Boxing Fever,2001-10-11,Everyone,Majesco,Unkown,Sports,096427012610,2032,Unkown,https://www.pricecharting.com/game/gameboy-advance/boxing-fever
gameboy-advance,Bratz,2003-03-12,Everyone,Nintendo,Unkown,Action & Adventure,008888140337,2033,Unkown,https://www.pricecharting.com/game/gameboy-advance/bratz
gameboy-advance,Bratz Babyz,2006-01-01,Everyone,THQ,Unkown,Action & Adventure,785138322421,21120,Unkown,https://www.pricecharting.com/game/gameboy-advance/bratz-babyz
gameboy-advance,Bratz Forever Diamondz,2006-09-18,Everyone,THQ,Unkown,Action & Adventure,785138322414,11657,Unkown,https://www.pricecharting.com/game/gameboy-advance/bratz-forever-diamondz
gameboy-advance,Bratz Rock Angelz,2005-10-01,Everyone,THQ,Altron,Action & Adventure,785138321899,2034,"You get the chance to live the life of a Rock Angel as you help Cloe, Jade, Sasha and Yasmin start their own fashion magazine. The search for the perfect scoop will take you around the globe, where famous places and famous people make for amazing adventures. Shop for the latest fashions! Explore Bratz town and Bratz City! Start your very own fashion magazine!",https://www.pricecharting.com/game/gameboy-advance/bratz-rock-angelz
gameboy-advance,Bratz: The Movie,2007-09-24,Everyone,THQ,Unkown,Action & Adventure,785138322551,10248,Unkown,https://www.pricecharting.com/game/gameboy-advance/bratz-the-movie
gameboy-advance,Breath of Fire,2001-12-13,Everyone,Capcom,Unkown,RPG,013388280049,2035,Unkown,https://www.pricecharting.com/game/gameboy-advance/breath-of-fire
gameboy-advance,Breath of Fire II,2002-04-16,Everyone,Capcom,Unkown,RPG,013388280087,2036,Unkown,https://www.pricecharting.com/game/gameboy-advance/breath-of-fire-ii
gameboy-advance,Britney's Dance Beat,2002-03-25,Everyone,THQ,Unkown,Music,785138320977,11638,Unkown,https://www.pricecharting.com/game/gameboy-advance/britney's-dance-beat
gameboy-advance,Broken Sword The Shadow of the Templars,2002-03-17,Teen,BAM,Unkown,Action & Adventure,682384320105,2038,Unkown,https://www.pricecharting.com/game/gameboy-advance/broken-sword-the-shadow-of-the-templars
gameboy-advance,Brother Bear,2003-11-04,Everyone,Disney,Unkown,Action & Adventure,712725001438,2039,Unkown,https://www.pricecharting.com/game/gameboy-advance/brother-bear
gameboy-advance,Bruce Lee,2003-05-01,Everyone,Vivendi Universal Games,Unkown,Action & Adventure,020626717014,2040,Unkown,https://www.pricecharting.com/game/gameboy-advance/bruce-lee
gameboy-advance,Bubble Bobble Old and New,2004-09-01,Everyone,Unkown,Unkown,Action & Adventure,802068100278,11710,Unkown,https://www.pricecharting.com/game/gameboy-advance/bubble-bobble-old-and-new
gameboy-advance,Buffy the Vampire Slayer Wrath of the Darkhul King,2003-06-24,Teen,THQ,Unkown,Action & Adventure,785138321349,11642,Unkown,https://www.pricecharting.com/game/gameboy-advance/buffy-the-vampire-slayer-wrath-of-the-darkhul-king
gameboy-advance,Butt Ugly Martians BKM Battles,2002-10-01,Everyone,Vivendi Universal,Unkown,Action & Adventure,020626715171,2041,Unkown,https://www.pricecharting.com/game/gameboy-advance/butt-ugly-martians-bkm-battles
gameboy-advance,Cabbage Patch Kids Patch Puppy Rescue,2006-04-11,Everyone,D3 Publisher,Unkown,Action & Adventure,879278310056,11808,Unkown,https://www.pricecharting.com/game/gameboy-advance/cabbage-patch-kids-patch-puppy-rescue
gameboy-advance,Cabela's Big Game Hunter,2002-12-11,Teen,Activision,Unkown,Sports,047875750074,2042,Unkown,https://www.pricecharting.com/game/gameboy-advance/cabela's-big-game-hunter
gameboy-advance,Cabela's Big Game Hunter 2005 Adventures,2004-11-10,Teen,Activision,Unkown,Sports,047875750678,8604,Unkown,https://www.pricecharting.com/game/gameboy-advance/cabela's-big-game-hunter-2005-adventures
gameboy-advance,Cabela's Sportsman's Pack,2005-09-14,Everyone,Activision,Unkown,Sports,047875751392,11842,Unkown,https://www.pricecharting.com/game/gameboy-advance/cabela's-sportsman's-pack
gameboy-advance,Caesar's Palace Advance,2001-08-01,Everyone,Majesco,Unkown,Sports,096427012542,2043,Unkown,https://www.pricecharting.com/game/gameboy-advance/caesar's-palace-advance
gameboy-advance,Camp Lazlo Leaky Lake Games,2006-11-06,Everyone,Crave,Unkown,Sports,650008899290,11404,Unkown,https://www.pricecharting.com/game/gameboy-advance/camp-lazlo-leaky-lake-games
gameboy-advance,Candy Land/Chutes and Ladders/Memory,2005-11-01,Everyone,Unkown,Unkown,Party,802068100674,2044,Unkown,https://www.pricecharting.com/game/gameboy-advance/candy-landchutes-and-laddersmemory
gameboy-advance,Capcom Classics Mini Mix,2006-09-19,Teen,Capcom,Unkown,Arcade,013388280308,11047,Unkown,https://www.pricecharting.com/game/gameboy-advance/capcom-classics-mini-mix
