Console,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PC_ID,Summary,URL
gameboy-advance,Dora the Explorer Double Pack,2005-01-01,Everyone,Global Star,Unkown,Action & Adventure,710425350184,45811,Unkown,https://www.pricecharting.com/game/gameboy-advance/dora-the-explorer-double-pack
gameboy-advance,Dora the Explorer Super Spies,2004-10-25,Everyone,Gotham Games,Unkown,Action & Adventure,661204064054,2129,Unkown,https://www.pricecharting.com/game/gameboy-advance/dora-the-explorer-super-spies
gameboy-advance,Dora the Explorer Super Star Adventures,2004-11-29,Everyone,Jack of All Games,Unkown,Action & Adventure,710425255755,2130,Unkown,https://www.pricecharting.com/game/gameboy-advance/dora-the-explorer-super-star-adventures
gameboy-advance,Dora the Explorer: The Hunt for Pirate Pig's Treasure,,Unkown,New Kid,Unkown,Action & Adventure,661204064016,2127,Unkown,https://www.pricecharting.com/game/gameboy-advance/dora-the-explorer-the-hunt-for-pirate-pig's-treasure
gameboy-advance,Double Dragon Advance,2003-11-14,Teen,Atlus,Unkown,Action & Adventure,730865850082,2132,Unkown,https://www.pricecharting.com/game/gameboy-advance/double-dragon-advance
gameboy-advance,Downforce,2004-12-01,Everyone,Unkown,Unkown,Action & Adventure,091493544034,11304,Unkown,https://www.pricecharting.com/game/gameboy-advance/downforce
gameboy-advance,Dr. Mario / Puzzle League,2005-11-28,Everyone,Nintendo,Unkown,Puzzle,045496736729,2134,Unkown,https://www.pricecharting.com/game/gameboy-advance/dr-mario-puzzle-league
gameboy-advance,Dr. Sudoku,2006-05-03,Everyone,Mastiff,Unkown,Puzzle,859292000218,10959,Unkown,https://www.pricecharting.com/game/gameboy-advance/dr-sudoku
gameboy-advance,Dragon Ball Advanced Adventure,2006-06-06,Everyone 10+,Atari,Unkown,Fighting,742725271838,11598,Unkown,https://www.pricecharting.com/game/gameboy-advance/dragon-ball-advanced-adventure
gameboy-advance,Dragon Ball GT Transformation,2005-08-09,Everyone 10+,Atari,Unkown,Fighting,742725256330,2135,Unkown,https://www.pricecharting.com/game/gameboy-advance/dragon-ball-gt-transformation
gameboy-advance,Dragon Ball Z Buu's Fury,2004-09-14,Everyone,Unkown,Unkown,Fighting,742725256309,2136,Unkown,https://www.pricecharting.com/game/gameboy-advance/dragon-ball-z-buu's-fury
gameboy-advance,Dragon Ball Z Buu's Fury / GT Transformation,2006-03-29,Everyone 10+,Unkown,Unkown,Fighting,742725271845,11599,Unkown,https://www.pricecharting.com/game/gameboy-advance/dragon-ball-z-buu's-fury-gt-transformation
gameboy-advance,Dragon Ball Z Collectible Card Game,2002-05-29,Everyone,Infogrames,Unkown,Fighting,722242518968,2137,Unkown,https://www.pricecharting.com/game/gameboy-advance/dragon-ball-z-collectible-card-game
gameboy-advance,Dragon Ball Z Legacy of Goku,2002-05-14,Everyone,Atari,Unkown,Fighting,722242518760,2138,Unkown,https://www.pricecharting.com/game/gameboy-advance/dragon-ball-z-legacy-of-goku
gameboy-advance,Dragon Ball Z Legacy of Goku II,2003-06-17,Everyone,Atari,Unkown,Fighting,722242519613,2139,Unkown,https://www.pricecharting.com/game/gameboy-advance/dragon-ball-z-legacy-of-goku-ii
gameboy-advance,Dragon Ball Z Supersonic Warriors,2004-06-22,Teen,Unkown,Unkown,Fighting,742725256361,2140,Unkown,https://www.pricecharting.com/game/gameboy-advance/dragon-ball-z-supersonic-warriors
gameboy-advance,Dragon Ball Z Taiketsu,2003-11-24,Teen,Atari,Webfoot Technologies,Fighting,742725226982,2141,Unkown,https://www.pricecharting.com/game/gameboy-advance/dragon-ball-z-taiketsu
gameboy-advance,Dragon Ball Z Taiketsu & Yu-Yu Hakusho: Spirit Detective,2006-11-03,Teen,Atari,SPIG,Fighting,742725260429,3216179,Unkown,https://www.pricecharting.com/game/gameboy-advance/dragon-ball-z-taiketsu-&-yu-yu-hakusho-spirit-detective
gameboy-advance,Dragon Ball Z The Legacy of Goku I & II,2005-12-08,Everyone,Unkown,Unkown,Fighting,742725270091,11592,Unkown,https://www.pricecharting.com/game/gameboy-advance/dragon-ball-z-the-legacy-of-goku-i-&-ii
gameboy-advance,Dragon Tales Dragon Adventures,2001-11-01,Everyone,NewKidCo,Unkown,Action & Adventure,661204034019,2142,Unkown,https://www.pricecharting.com/game/gameboy-advance/dragon-tales-dragon-adventures
gameboy-advance,Drake and Josh,2007-03-15,Everyone,THQ,Unkown,Action & Adventure,785138322506,10403,Unkown,https://www.pricecharting.com/game/gameboy-advance/drake-and-josh
gameboy-advance,Drill Dozer,2006-02-06,Everyone,Nintendo,Unkown,Action & Adventure,045496736897,2143,Unkown,https://www.pricecharting.com/game/gameboy-advance/drill-dozer
gameboy-advance,Driven,2001-11-28,Everyone,Bam Entertainment,Crawfish Interactive,Racing,682384320075,11432,"Inspired by Sylvester Stallone's hit movie 'DRIVEN', race on 8 stunning tracks including California's Angel's Bay and Paris' Champs-Élysees.

Challenge your racing skills in multiple racing styles - Arcade, Story and Multiplayer modes (2 player split screen).
Choose from 12 characters, each with distinct personalities and driving styles.
Experience high impact crash sequences and even race through busy city streets.
Exclusive team mode - race as lead driver and blocker.
Featuring the vocal talents of Sylvester Stallone, Greg Proops and Eric Myers.",https://www.pricecharting.com/game/gameboy-advance/driven
gameboy-advance,Driver 2 Advance,2002-10-22,Teen,Infogrames,Unkown,Racing,722242519316,2144,Unkown,https://www.pricecharting.com/game/gameboy-advance/driver-2-advance
gameboy-advance,Driver 3,2005-10-01,Teen,Unkown,Unkown,Racing,742725266865,11591,Unkown,https://www.pricecharting.com/game/gameboy-advance/driver-3
gameboy-advance,Drome Racers,2003-06-19,Everyone,THQ,Unkown,Racing,785138321479,2145,Unkown,https://www.pricecharting.com/game/gameboy-advance/drome-racers
gameboy-advance,Dual Blades,2002-10-07,Mature,Metro3D,Unkown,Action & Adventure,650001771128,2146,Unkown,https://www.pricecharting.com/game/gameboy-advance/dual-blades
gameboy-advance,Duel Masters Kaijudo Showdown,2004-11-16,Everyone,Atari,Unkown,Fighting,742725256903,11585,Unkown,https://www.pricecharting.com/game/gameboy-advance/duel-masters-kaijudo-showdown
gameboy-advance,Duel Masters Sempai Legends,2004-06-01,Everyone,Atari,Unkown,RPG,742725251274,2147,Unkown,https://www.pricecharting.com/game/gameboy-advance/duel-masters-sempai-legends
gameboy-advance,Duel Masters Shadow of The Code,2005-10-18,Everyone,Atari,Unkown,Fighting,742725265516,11589,Unkown,https://www.pricecharting.com/game/gameboy-advance/duel-masters-shadow-of-the-code
gameboy-advance,Duke Nukem Advance,2002-08-12,Teen,Unkown,Unkown,Action & Adventure,710425250989,2148,Unkown,https://www.pricecharting.com/game/gameboy-advance/duke-nukem-advance
gameboy-advance,Dungeons & Dragons Eye of the Beholder,2002-10-30,Everyone,Infogrames,Unkown,RPG,722242519323,2149,Unkown,https://www.pricecharting.com/game/gameboy-advance/dungeons-&-dragons-eye-of-the-beholder
gameboy-advance,Dynasty Warriors Advance,2005-08-29,Everyone 10+,Nintendo,Koei,Action & Adventure,045496735715,10739,"Your kingdom is under attack! Powerful rivals surround you, waiting for the chance to strike, and only you have the power to save the day. With nowhere to hide, you unleash an awesome Musou attack and watch your enemies fall! Savor the victory, because even greater challenges lie before you!",https://www.pricecharting.com/game/gameboy-advance/dynasty-warriors-advance
gameboy-advance,Earthworm Jim,2001-06-10,Everyone,Majesco,Game Titan,Action & Adventure,096427012535,2150,Unkown,https://www.pricecharting.com/game/gameboy-advance/earthworm-jim
gameboy-advance,Earthworm Jim 2,2002-05-31,Everyone,Majesco,SuperEmpire Interactive,Action & Adventure,096427012719,7319,Unkown,https://www.pricecharting.com/game/gameboy-advance/earthworm-jim-2
gameboy-advance,Ecks vs. Sever,2001-11-27,Teen,BAM,Unkown,Action & Adventure,682384320082,2151,Unkown,https://www.pricecharting.com/game/gameboy-advance/ecks-vs-sever
gameboy-advance,Ed Edd N Eddy Jawbreakers,2002-09-15,Everyone,BAM,Unkown,Action & Adventure,682384320266,2152,Unkown,https://www.pricecharting.com/game/gameboy-advance/ed-edd-n-eddy-jawbreakers
gameboy-advance,Ed Edd N Eddy Mis-Edventures,2005-11-03,Everyone,Midway,Unkown,Action & Adventure,031719191574,2153,Unkown,https://www.pricecharting.com/game/gameboy-advance/ed-edd-n-eddy-mis-edventures
gameboy-advance,Egg Mania,2002-09-16,Everyone,Kemco,Unkown,Action & Adventure,741648008026,2154,Unkown,https://www.pricecharting.com/game/gameboy-advance/egg-mania
gameboy-advance,Elf Bowling 1 & 2,2005-11-28,Teen,Ignition,Unkown,Sports,893384001035,11830,Unkown,https://www.pricecharting.com/game/gameboy-advance/elf-bowling-1-&-2
gameboy-advance,Elf the Movie,2004-11-04,Everyone,Crave,Unkown,Action & Adventure,650008899078,2155,Unkown,https://www.pricecharting.com/game/gameboy-advance/elf-the-movie
gameboy-advance,Enchanted Once Upon Andalasia,2007-11-01,Everyone,Disney,Unkown,Action & Adventure,712725003913,11500,Unkown,https://www.pricecharting.com/game/gameboy-advance/enchanted-once-upon-andalasia
gameboy-advance,Eon Ticket,2003-11-01,Not Applicable,Nintendo,Nintendo,Other,Unkown,527267,Unkown,https://www.pricecharting.com/game/gameboy-advance/eon-ticket
gameboy-advance,Eragon,2006-11-14,Everyone 10+,Vivendi Universal,Unkown,Action & Adventure,020626724340,11109,Unkown,https://www.pricecharting.com/game/gameboy-advance/eragon
gameboy-advance,ESPN Final Round Golf 2002,2001-07-01,Everyone,Konami,Unkown,Golf,083717500049,2183,Unkown,https://www.pricecharting.com/game/gameboy-advance/espn-final-round-golf-2002
gameboy-advance,ESPN Great Outdoor Games Bass 2002,2002-03-01,Everyone,Majesco,Unkown,Sports,083717500087,2158,Unkown,https://www.pricecharting.com/game/gameboy-advance/espn-great-outdoor-games-bass-2002
gameboy-advance,ESPN International Winter Sports 2002,2002-01-01,Everyone,Konami,Unkown,Sports,083717500155,2159,Unkown,https://www.pricecharting.com/game/gameboy-advance/espn-international-winter-sports-2002
gameboy-advance,ESPN Winter X-Games: Snowboarding,2002-01-01,Everyone,Konami,Unkown,Extreme Sports,083717500117,13845,Unkown,https://www.pricecharting.com/game/gameboy-advance/espn-winter-x-games-snowboarding
gameboy-advance,ESPN X Games Skateboarding,2001-09-12,Everyone,GameBoy,Unkown,Extreme Sports,083717500032,2160,Unkown,https://www.pricecharting.com/game/gameboy-advance/espn-x-games-skateboarding
gameboy-advance,ET the Extra Terrestrial,2001-12-14,Everyone,New Kid,Unkown,Action & Adventure,661204014011,2161,Unkown,https://www.pricecharting.com/game/gameboy-advance/et-the-extra-terrestrial
gameboy-advance,EverGirl,2005-10-09,Everyone,THQ,Unkown,Action & Adventure,785138321905,8917,Unkown,https://www.pricecharting.com/game/gameboy-advance/evergirl
gameboy-advance,Excitebike E-Reader,2002-01-01,Rating Pending,Unkown,Unkown,Action & Adventure,045496732035,18650,Unkown,https://www.pricecharting.com/game/gameboy-advance/excitebike-e-reader
gameboy-advance,Extreme Ghostbusters,2002-12-30,Everyone,Dreamcatcher,Unkown,Action & Adventure,625904363909,2211,Unkown,https://www.pricecharting.com/game/gameboy-advance/extreme-ghostbusters
gameboy-advance,F-14 Tomcat,2001-09-02,Everyone,Majesco,Virtucraft,Simulation,096427012504,2166,"Armed with an array of Air-Interceptor Missiles, and a 20mm ""Vulcan"" cannon, you fly a series of blue-water operations while engaging in head-to-head combat with MIG 29s, MIG 24s, and enemy targets. Numerous cockpit computer displays help you splash each enemy bogey with extreme precision, and when you've completed your sortie, attempt a heart-pounding first-person carrier landing that will challenge even the most experienced naval aviator. Fly alone or link up for some gut-wrenching head-to-head four player competition as you battle for supremacy of the skies.",https://www.pricecharting.com/game/gameboy-advance/f-14-tomcat
gameboy-advance,F-24 Stealth Fighter,2007-02-13,Everyone 10+,Majesco,Unkown,Simulation,096427014775,11348,Unkown,https://www.pricecharting.com/game/gameboy-advance/f-24-stealth-fighter
gameboy-advance,F-Zero GP Legend,2004-09-20,Everyone,Nintendo,Unkown,Racing,045496733988,2197,"The year is A.D. 2201, and you are about to enter the world of ultra high speed F-Zero Grand Prix races, which take place on circuit tracks all over the universe. Take control of eight different characters as you race through an action packed story that spans multiple planets!",https://www.pricecharting.com/game/gameboy-advance/f-zero-gp-legend
gameboy-advance,F-Zero Maximum Velocity,2001-06-12,Everyone,Nintendo,Nd Cube,Racing,045496731403,2198,Unkown,https://www.pricecharting.com/game/gameboy-advance/f-zero-maximum-velocity
gameboy-advance,F1 2002,2003-01-07,Everyone,Destination Software,Unkown,Racing,802068100124,2165,Unkown,https://www.pricecharting.com/game/gameboy-advance/f1-2002
gameboy-advance,Fairly Odd Parents: Breakin' Da Rules,2003-10-01,Everyone,THQ,Helixe,Action & Adventure,785138321455,2167,Unkown,https://www.pricecharting.com/game/gameboy-advance/fairly-odd-parents-breakin'-da-rules
gameboy-advance,Fairly Odd Parents Clash with the Anti-World,2005-10-01,Everyone,THQ,Unkown,Action & Adventure,785138321875,11648,Unkown,https://www.pricecharting.com/game/gameboy-advance/fairly-odd-parents-clash-with-the-anti-world
gameboy-advance,Fairly Odd Parents Enter the Cleft,2002-11-01,Everyone,THQ,Unkown,Action & Adventure,785138321226,2168,Unkown,https://www.pricecharting.com/game/gameboy-advance/fairly-odd-parents-enter-the-cleft
gameboy-advance,Fairly Odd Parents Shadow Showdown,2004-09-01,Everyone,Unkown,Unkown,Action & Adventure,785138321677,2169,Unkown,https://www.pricecharting.com/game/gameboy-advance/fairly-odd-parents-shadow-showdown
gameboy-advance,Family Feud,2006-10-12,Everyone,Unkown,Unkown,Other,710425350207,15613,Unkown,https://www.pricecharting.com/game/gameboy-advance/family-feud
gameboy-advance,Fantastic 4,2005-06-27,Everyone 10+,Activision,Torus Games,Action & Adventure,047875810457,2172,"Based on the 2005 movie of the same name, Fantastic Four lets you control the team of superheroes known as the Fantastic 4. Each character possesses a unique set of abilities that you can use and combine in the hunt for Doctor Doom. The game includes single-player, cooperative, and two-player versus modes.",https://www.pricecharting.com/game/gameboy-advance/fantastic-4
gameboy-advance,Fantastic 4 Flame On,2005-11-08,Everyone 10+,Activision,Unkown,Action & Adventure,047875812574,11230,Unkown,https://www.pricecharting.com/game/gameboy-advance/fantastic-4-flame-on
gameboy-advance,Fear Factor Unleashed,2004-11-17,Teen,Hip Interactive,Unkown,Action & Adventure,677990105123,2173,Unkown,https://www.pricecharting.com/game/gameboy-advance/fear-factor-unleashed
gameboy-advance,FIFA 06,2005-10-11,Everyone,Electronic Arts,Unkown,Soccer,014633149913,2177,Unkown,https://www.pricecharting.com/game/gameboy-advance/fifa-06
gameboy-advance,FIFA 07,2006-10-03,Everyone,Electronic Arts,Unkown,Soccer,014633152555,2178,Unkown,https://www.pricecharting.com/game/gameboy-advance/fifa-07
gameboy-advance,FIFA 2003,2002-11-19,Everyone,Electronic Arts,Unkown,Soccer,014633146165,2174,Unkown,https://www.pricecharting.com/game/gameboy-advance/fifa-2003
gameboy-advance,FIFA 2004,2003-11-04,Everyone,Electronic Arts,Unkown,Soccer,014633147285,2175,Unkown,https://www.pricecharting.com/game/gameboy-advance/fifa-2004
gameboy-advance,FIFA 2005,2004-10-12,Everyone,Electronic Arts,Unkown,Soccer,014633148398,2176,Unkown,https://www.pricecharting.com/game/gameboy-advance/fifa-2005
gameboy-advance,Final Fantasy I & II Dawn of Souls,2004-11-30,Everyone,Square Enix,TOSE,RPG,045496734923,2179,Unkown,https://www.pricecharting.com/game/gameboy-advance/final-fantasy-i-&-ii-dawn-of-souls
gameboy-advance,Final Fantasy IV Advance,2005-12-12,Everyone 10+,Square Enix,TOSE,RPG,045496736873,2180,Unkown,https://www.pricecharting.com/game/gameboy-advance/final-fantasy-iv-advance
gameboy-advance,Final Fantasy Tactics Advance,2003-09-01,Everyone,Square Enix,Unkown,RPG,045496733377,2181,Unkown,https://www.pricecharting.com/game/gameboy-advance/final-fantasy-tactics-advance
gameboy-advance,Final Fantasy V Advance,2006-11-06,Everyone,Nintendo,Unkown,RPG,045496738105,8973,Unkown,https://www.pricecharting.com/game/gameboy-advance/final-fantasy-v-advance
gameboy-advance,Final Fantasy VI Advance,2007-02-05,Everyone 10+,Nintendo,Square,RPG,045496738433,8974,Unkown,https://www.pricecharting.com/game/gameboy-advance/final-fantasy-vi-advance
gameboy-advance,Final Fight One,2001-09-26,Everyone,Capcom,Unkown,Fighting,013388280025,2182,Unkown,https://www.pricecharting.com/game/gameboy-advance/final-fight-one
gameboy-advance,Finding Nemo,2003-05-01,Everyone,THQ,Unkown,Action & Adventure,785138321301,2184,Unkown,https://www.pricecharting.com/game/gameboy-advance/finding-nemo
gameboy-advance,Finding Nemo and Monsters Inc Bundle,2005-06-01,Everyone,Unkown,Unkown,Action & Adventure,785138321912,11649,Unkown,https://www.pricecharting.com/game/gameboy-advance/finding-nemo-and-monsters-inc-bundle
gameboy-advance,Finding Nemo The Continuing Adventures,2004-09-01,Everyone,THQ,Unkown,Action & Adventure,785138321653,11645,Unkown,https://www.pricecharting.com/game/gameboy-advance/finding-nemo-the-continuing-adventures
gameboy-advance,Fire Emblem,2003-11-03,Everyone,Nintendo,Intelligent Systems,RPG,045496733421,2185,Unkown,https://www.pricecharting.com/game/gameboy-advance/fire-emblem
gameboy-advance,Fire Emblem Sacred Stones,2005-05-23,Everyone,Nintendo,Nintendo SPD,RPG,045496735203,2186,Unkown,https://www.pricecharting.com/game/gameboy-advance/fire-emblem-sacred-stones
gameboy-advance,Fire Pro Wrestling,2001-06-11,Teen,Spike,BAM! Entertainment,Wrestling,682384320051,2187,Unkown,https://www.pricecharting.com/game/gameboy-advance/fire-pro-wrestling
gameboy-advance,Fire Pro Wrestling 2,2002-09-23,Teen,Spike,BAM! Entertainment,Wrestling,682384320129,2188,Unkown,https://www.pricecharting.com/game/gameboy-advance/fire-pro-wrestling-2
gameboy-advance,Flintstones Big Trouble in Bedrock,2001-12-09,Everyone,SVG Distribution,Unkown,Action & Adventure,815315000207,2189,Unkown,https://www.pricecharting.com/game/gameboy-advance/flintstones-big-trouble-in-bedrock
gameboy-advance,Flushed Away,2006-10-24,Everyone,Nintendo,Unkown,Action & Adventure,879278310049,11807,Unkown,https://www.pricecharting.com/game/gameboy-advance/flushed-away
gameboy-advance,Ford Racing 3,2005-11-03,Everyone,Destination Software,Unkown,Racing,802068100384,11715,Unkown,https://www.pricecharting.com/game/gameboy-advance/ford-racing-3
gameboy-advance,Fortress,2001-08-13,Everyone,Majesco,Unkown,Strategy,096427012528,2190,Unkown,https://www.pricecharting.com/game/gameboy-advance/fortress
gameboy-advance,Foster's Home for Imaginary Friends,2006-11-03,Everyone,Unkown,Unkown,Action & Adventure,650008899283,11403,Unkown,https://www.pricecharting.com/game/gameboy-advance/foster's-home-for-imaginary-friends
gameboy-advance,Franklin's Great Adventures,2006-04-01,Everyone,American Game Factory,Unkown,Action & Adventure,855433001038,11785,Unkown,https://www.pricecharting.com/game/gameboy-advance/franklin's-great-adventures
gameboy-advance,Franklin The Turtle,2005-11-14,Early Childhood,American Game Factory,Unkown,Action & Adventure,855433001007,11782,Unkown,https://www.pricecharting.com/game/gameboy-advance/franklin-the-turtle
gameboy-advance,Freekstyle,2003-08-30,Everyone,DSI Games,Unkown,Extreme Sports,802068100094,2191,Unkown,https://www.pricecharting.com/game/gameboy-advance/freekstyle
gameboy-advance,Frogger's Journey The Forgotten Relic,2003-10-28,Everyone,Konami,Unkown,Action & Adventure,083717500438,2195,Unkown,https://www.pricecharting.com/game/gameboy-advance/frogger's-journey-the-forgotten-relic
gameboy-advance,Frogger Advance: The Great Quest,2002-05-01,Everyone,Konami,Unkown,Action & Adventure,083717500209,7335,Unkown,https://www.pricecharting.com/game/gameboy-advance/frogger-advance-the-great-quest
gameboy-advance,Froggers Adventures 2 Lost Wand,2002-11-05,Everyone,Konami,Unkown,Action & Adventure,083717500285,2193,Unkown,https://www.pricecharting.com/game/gameboy-advance/froggers-adventures-2-lost-wand
gameboy-advance,Froggers Adventures Temple of Frog,2001-11-24,Everyone,Konami,Unkown,Action & Adventure,083717500070,2194,Unkown,https://www.pricecharting.com/game/gameboy-advance/froggers-adventures-temple-of-frog
gameboy-advance,Gadget Racers,2001-10-27,Everyone,SVG Distribution,Unkown,Racing,815315000160,2199,Unkown,https://www.pricecharting.com/game/gameboy-advance/gadget-racers
gameboy-advance,Galidor Defenders of the Outer Dimension,2002-10-29,Everyone,Game Boy Advance,Unkown,Action & Adventure,014633145618,11056,Unkown,https://www.pricecharting.com/game/gameboy-advance/galidor-defenders-of-the-outer-dimension
gameboy-advance,Game and Watch Gallery 4,2002-10-28,Everyone,TOSE,Unkown,Arcade,045496731960,2200,"Relive the birth of handheld gaming with over a dozen classic Game & Watch games. Picture-perfect versions reproduce all the fast-paced action of the original games, and new modern versions bring these games into the 21st century with improved graphics, sound, and game play!",https://www.pricecharting.com/game/gameboy-advance/game-and-watch-gallery-4
gameboy-advance,Games Explosion,2006-08-15,Everyone,THQ,Unkown,Arcade,785138322346,11653,Unkown,https://www.pricecharting.com/game/gameboy-advance/games-explosion
gameboy-advance,Garfield And His Nine Lives,2006-05-10,Everyone,American Game Factory,Unkown,Action & Adventure,855433001304,11794,Unkown,https://www.pricecharting.com/game/gameboy-advance/garfield-and-his-nine-lives
gameboy-advance,Garfield The Search for Pooky,2005-11-14,Everyone,Unkown,Unkown,Action & Adventure,855433001014,11783,Unkown,https://www.pricecharting.com/game/gameboy-advance/garfield-the-search-for-pooky
gameboy-advance,Gauntlet and Rampart,2005-11-03,Everyone,Destination,Unkown,Arcade,802068100483,2207,Unkown,https://www.pricecharting.com/game/gameboy-advance/gauntlet-and-rampart
gameboy-advance,Gauntlet Dark Legacy,2002-11-25,Teen,Midway,Unkown,Action & Adventure,031719191079,2208,Unkown,https://www.pricecharting.com/game/gameboy-advance/gauntlet-dark-legacy
gameboy-advance,GBA Video All Grown Up Volume 1,2004-05-01,Everyone,Majesco,Unkown,Other,096427013570,1976,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-all-grown-up-volume-1
gameboy-advance,GBA Video Cartoon Network Collection Limited Edition,2006-01-01,Unkown,Majesco,Unkown,Other,096427013884,34851,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-cartoon-network-collection-limited-edition
gameboy-advance,GBA Video Cartoon Network Collection Platinum Edition,2006-01-01,Unkown,Majesco,Unkown,Other,096427013907,33652,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-cartoon-network-collection-platinum-edition
gameboy-advance,GBA Video Cartoon Network Collection Special Edition,2004-11-01,Unkown,Majesco,Unkown,Other,096427013877,11330,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-cartoon-network-collection-special-edition
gameboy-advance,GBA Video Cartoon Network Collection Volume 1,2004-06-01,Everyone,Majesco,Unkown,Other,096427013600,2047,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-cartoon-network-collection-volume-1
gameboy-advance,GBA Video Cartoon Network Collection Volume 2,2004-10-01,Everyone,Majesco,Unkown,Other,096427013853,2048,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-cartoon-network-collection-volume-2
gameboy-advance,GBA Video Codename Kids Next Door Volume 1,2004-06-01,Everyone,Majesco,Unkown,Other,096427013594,11327,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-codename-kids-next-door-volume-1
gameboy-advance,GBA Video Disney Channel Collection Volume 1,,Not Applicable,Majesco,Unkown,Other,096427013921,2105,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-disney-channel-collection-volume-1
gameboy-advance,GBA Video Disney Channel Collection Volume 2,2005-03-01,Everyone,Majesco,Unkown,Other,096427014188,2106,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-disney-channel-collection-volume-2
gameboy-advance,GBA Video Dora the Explorer Volume 1,2004-05-01,Everyone,Majesco,Unkown,Other,096427013457,2131,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-dora-the-explorer-volume-1
gameboy-advance,GBA Video Dragon Ball GT Volume 1,2004-08-01,Everyone,Majesco,Unkown,Other,096427013655,11328,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-dragon-ball-gt-volume-1
gameboy-advance,GBA Video Fairly Odd Parents Volume 1,2004-05-01,Everyone,Majesco,Unkown,Other,096427013419,2170,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-fairly-odd-parents-volume-1
gameboy-advance,GBA Video Fairly Odd Parents Volume 2,2004-05-01,Everyone,Majesco,Unkown,Other,096427013440,2171,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-fairly-odd-parents-volume-2
gameboy-advance,GBA Video Jimmy Neutron Volume 1,2004-06-01,Everyone,Majesco,Unkown,Other,096427013433,2266,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-jimmy-neutron-volume-1
gameboy-advance,GBA Video Nicktoons Collection Volume 1,2004-05-01,Everyone,Majesco,Unkown,Other,096427013488,2415,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-nicktoons-collection-volume-1
gameboy-advance,GBA Video Nicktoons Collection Volume 2,2004-09-07,Unkown,Majesco,Unkown,Other,096427013556,11326,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-nicktoons-collection-volume-2
gameboy-advance,GBA Video Nicktoons Collection Volume 3,2005-03-18,Unkown,Majesco,Unkown,Other,096427013914,19366,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-nicktoons-collection-volume-3
gameboy-advance,GBA Video Pokemon Beach Blank-out Blastoise and Go West Young Meowth,2004-09-01,Everyone,Nintendo,Unkown,Other,045496734572,11187,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-pokemon-beach-blank-out-blastoise-and-go-west-young-meowth
gameboy-advance,GBA Video Pokemon For Ho-Oh The Bells Toll and A Hot Water Battle,2004-06-01,Everyone,Nintendo,Unkown,Other,045496734138,2464,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-pokemon-for-ho-oh-the-bells-toll-and-a-hot-water-battle
gameboy-advance,GBA Video Pokemon I Choose You and Here Comes the Squirtle Squad,2004-09-01,Everyone,Nintendo,Unkown,Other,045496734565,11186,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-pokemon-i-choose-you-and-here-comes-the-squirtle-squad
gameboy-advance,GBA Video Pokemon Johto Photo Finish and Playing with Fire,2004-06-01,Everyone,Nintendo,Unkown,Other,045496734145,11185,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-pokemon-johto-photo-finish-and-playing-with-fire
gameboy-advance,GBA Video Shark Tale,2005-11-01,Unkown,Majesco,Unkown,Other,096427014652,11342,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-shark-tale
gameboy-advance,GBA Video Shrek,2005-11-01,Everyone,Majesco,Unkown,Movie,096427014638,11341,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-shrek
gameboy-advance,GBA Video Shrek & Shark Tale,2000-01-01,Unkown,Majesco,Unkown,Movie,Unkown,34114,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-shrek-&-shark-tale
gameboy-advance,GBA Video Shrek & Shrek 2,,Everyone,Unkown,Unkown,Movie,Unkown,2386881,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-shrek-&-shrek-2
gameboy-advance,GBA Video Shrek 2,2005-11-01,Everyone,Majesco,Unkown,Movie,096427014645,2531,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-shrek-2
gameboy-advance,GBA Video Sonic X Volume 1,2004-05-01,Everyone,Sega,Unkown,Other,096427013501,2550,Unkown,https://www.pricecharting.com/game/gameboy-advance/gba-video-sonic-x-volume-1
