Console,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PC_ID,Summary,URL
nintendo-3ds,Disney Infinity Starter Pack,2013-08-18,Rating Pending,Disney,Unkown,Action & Adventure,712725023607,34175,Unkown,https://www.pricecharting.com/game/nintendo-3ds/disney-infinity-starter-pack
nintendo-3ds,Disney Magical World,2014-04-11,Everyone,Nintendo,Unkown,Simulation,045496742706,34808,Unkown,https://www.pricecharting.com/game/nintendo-3ds/disney-magical-world
nintendo-3ds,Disney Magical World 2,2016-10-11,Everyone,Nintendo,Unkown,Other,045496744014,37007,Unkown,https://www.pricecharting.com/game/nintendo-3ds/disney-magical-world-2
nintendo-3ds,Disney Planes,2013-08-06,Everyone,Disney,Unkown,Action & Adventure,712725023515,34147,Unkown,https://www.pricecharting.com/game/nintendo-3ds/disney-planes
nintendo-3ds,Disney Princess: My Fairytale Adventure,2012-09-25,Everyone,Disney,Unkown,Action & Adventure,712725022426,33115,Unkown,https://www.pricecharting.com/game/nintendo-3ds/disney-princess-my-fairytale-adventure
nintendo-3ds,Doctor Lautrec and the Forgotten Knights,2011-12-13,Everyone 10+,Konami,Unkown,Action & Adventure,083717241836,32412,Unkown,https://www.pricecharting.com/game/nintendo-3ds/doctor-lautrec-and-the-forgotten-knights
nintendo-3ds,Donkey Kong Country Returns 3D,2013-05-24,Everyone,Nintendo,Unkown,Platformer,045496742423,34043,Unkown,https://www.pricecharting.com/game/nintendo-3ds/donkey-kong-country-returns-3d
nintendo-3ds,Doodle Jump Adventures,2013-10-01,Unkown,Game Mill,Unkown,Other,834656090159,36757,Unkown,https://www.pricecharting.com/game/nintendo-3ds/doodle-jump-adventures
nintendo-3ds,Dragon Ball Fusions,2016-11-15,Teen,Bandai Namco,Ganbarion,Action & Adventure,722674700696,37126,Unkown,https://www.pricecharting.com/game/nintendo-3ds/dragon-ball-fusions
nintendo-3ds,Dragon Ball Z: Extreme Butoden,2015-10-20,Rating Pending,Bandai,Unkown,Fighting,722674700634,36135,Unkown,https://www.pricecharting.com/game/nintendo-3ds/dragon-ball-z-extreme-butoden
nintendo-3ds,Dragon Quest VII: Fragments of the Forgotten Past,2016-09-16,Everyone 10+,Nintendo,SquareEnix,RPG,045496743703,36932,Unkown,https://www.pricecharting.com/game/nintendo-3ds/dragon-quest-vii-fragments-of-the-forgotten-past
nintendo-3ds,Dragon Quest VIII: Journey of the Cursed King,2017-01-20,Teen,Nintendo,SquareEnix,RPG,045496743727,37223,Unkown,https://www.pricecharting.com/game/nintendo-3ds/dragon-quest-viii-journey-of-the-cursed-king
nintendo-3ds,Dream Trigger 3D,2011-05-10,Everyone,D3 Publisher,Unkown,Other,879278360006,31407,Unkown,https://www.pricecharting.com/game/nintendo-3ds/dream-trigger-3d
nintendo-3ds,Dreamworks Super Star Kartz,2011-11-15,Everyone,Activision,Unkown,Action & Adventure,047875765986,32272,Unkown,https://www.pricecharting.com/game/nintendo-3ds/dreamworks-super-star-kartz
