,PC_ID,Title,loose_price,cib_price,new_price
492,12298,Krion Conquest,89.59,206.00,824.00
493,9217,Krusty's Fun House,19.45,86.00,513.76
494,5690237,Kubo 3 [Homebrew],51.00,,79.99
495,12299,Kung Fu,8.65,68.94,276.00
496,37973,Kung Fu [5 Screw],11.43,71.50,120.00
497,12300,Kung Fu Heroes,9.17,48.20,339.48
498,2529456,L'Abbaye des Morts [Homebrew],,,
499,9242,L'Empereur,84.38,199.99,411.49
500,4441236,Larry and the Long Look for Luscious Lover [Homebrew],,,
501,9222,Laser Invasion,16.20,56.54,191.34
502,9224,Last Action Hero,101.41,300.00,"1,802.77"
503,12301,Last Starfighter,22.99,95.50,"1,017.30"
504,12302,Lee Trevino's Fighting Golf,3.04,16.63,82.76
505,12303,Legacy of the Wizard,7.21,28.04,72.90
506,4199209,Legend of Iowa [Homebrew],,,
507,11997,Legend of Kage,6.99,63.53,690.56
508,38018,Legend of Kage [5 Screw],10.71,90.62,362.00
509,9236,Legend of Zelda,30.68,164.53,"1,514.60"
510,38020,Legend of Zelda [5 Screw],37.00,599.99,794.21
511,38512,Legend of Zelda [Classic Series],33.34,103.07,699.99
512,1317390,Legend of Zelda Outlands [Homebrew],,,
513,12304,Legendary Wings,9.67,89.00,386.39
514,12305,Legends of the Diamond,17.99,51.75,207.00
515,9240,Lemmings,30.82,113.80,282.11
516,9245,Lethal Weapon,53.99,162.99,652.00
517,12306,Life Force,14.98,72.66,575.59
518,12307,Linus Spacehead's Cosmic Crusade,137.49,263.26,700.00
519,39522,Linus Spacehead's Cosmic Crusade [Aladdin],25.62,36.99,44.95
520,12308,Little League Baseball,12.85,50.91,301.44
521,155987,Little Medusa [Homebrew],13.00,40.00,48.25
522,9248,Little Mermaid,11.21,62.00,532.72
523,9249,Little Nemo The Dream Master,12.99,55.59,510.09
524,12309,Little Ninja Brothers,63.83,206.00,824.00
525,9250,Little Samson,"2,275.51","4,146.79","16,587.00"
526,2931518,Lizard [Homebrew],145.51,,
527,11998,Lode Runner,11.90,110.00,440.00
528,38024,Lode Runner [5 Screw],11.73,80.42,322.00
529,155986,Log Jammers [Homebrew],54.52,199.99,73.72
530,9253,Lone Ranger,65.90,179.99,320.50
531,12310,Loopz,8.21,28.81,130.37
532,12311,Low G Man,12.18,52.00,247.48
533,9260,Lunar Pool,4.46,37.68,788.98
534,38036,Lunar Pool [5 Screw],11.79,35.38,142.00
535,11999,Mach Rider,6.25,120.14,481.00
536,37978,Mach Rider [5 Screw],10.34,99.41,398.00
537,12313,Mad Max,9.75,79.99,320.00
538,9275,Magic Darts,10.00,34.97,208.49
539,12227,Magic Johnson's Fast Break,4.00,21.18,301.49
540,12314,Magician,39.99,91.13,613.82
541,12315,Magmax,7.89,24.25,100.00
542,12316,Major League Baseball,4.59,18.55,126.03
543,12317,Maniac Mansion,19.99,84.43,385.25
544,13766,Mappy-Land,9.99,60.94,280.00
545,12319,Marble Madness,5.69,29.51,125.04
546,9289,Mario's Time Machine,107.91,507.18,"2,029.00"
547,3402832,Mario Adventure [Homebrew],25.94,96.00,141.50
548,12000,Mario Bros,28.83,186.14,"3,259.18"
549,37987,Mario Bros [5 Screw],32.50,249.99,520.19
550,1317392,Mario in Zebes [Homebrew],50.00,,
551,9287,Mario Is Missing,27.63,122.50,490.00
552,12321,Master Chu and the Drunkard Hu,50.00,96.34,179.99
553,4891246,Mawthorne [Homebrew],,,
554,4891619,Mawthorne [Kickstarter Edition Homebrew],,,
555,14925,Maxi 15,59.95,127.96,"1,440.08"
556,9307,M.C. Kids,19.92,68.99,264.00
557,12322,Mechanized Attack,19.02,68.00,272.00
558,9314,Mega Man,85.86,556.75,"2,227.00"
559,37373,Mega Man 10,128.07,,349.00
560,12323,Mega Man 2,27.42,192.00,"1,272.52"
561,53798,Mega Man 2 [30th Anniversary Edition],110.00,117.41,135.00
562,3269319,Mega Man 2 [30th Anniversary Glow in the Dark],,354.30,
563,9315,Mega Man 3,24.97,134.19,"1,598.17"
564,12324,Mega Man 4,37.00,175.00,"1,263.99"
565,9316,Mega Man 5,127.74,427.50,"1,187.81"
566,38045,Mega Man [5 Screw],"10,992.97","38,475.40","156,100.17"
567,9317,Mega Man 6,53.97,210.91,"1,008.17"
568,2158376,Mega Man 6 [Capcom Variant],,,
569,34155,Mega Man 9,276.34,381.60,800.11
570,68986,Mega Man [First Print],79.99,652.01,"41,100.00"
571,16294,Megacom 76,25.61,,
572,12325,Menace Beach,332.78,480.47,"1,922.00"
573,12326,Mendel Palace,16.89,59.00,236.00
574,12327,Mermaids of Atlantis,76.34,183.02,"1,681.39"
575,12328,Metal Fighter,24.40,52.25,209.00
576,12329,Metal Gear,11.53,128.75,434.00
577,12330,Metal Mech,14.93,49.99,250.00
578,12331,Metal Storm,124.99,431.00,"1,724.00"
579,2573470,Metal Storm [Collector's Edition],77.99,151.17,133.75
580,67418,Metal Storm [Limited Run Black],66.00,96.55,75.52
581,67419,Metal Storm [Limited Run Collector's Edition],119.73,139.99,130.00
582,9331,Metroid,22.85,200.62,"1,500.00"
583,37991,Metroid [5 Screw],27.55,213.83,855.00
584,38511,Metroid [Yellow Label],26.29,198.75,726.57
585,12332,Michael Andretti's World GP,7.41,18.75,79.78
586,9338,Mickey's Adventure in Numberland,82.19,170.99,684.00
587,9339,Mickey's Safari in Letterland,11.50,96.75,387.00
588,9337,Mickey Mousecapade,6.15,40.50,633.99
589,12333,Micro Machines,29.99,75.92,272.50
590,39523,Micro Machines [Aladdin],13.75,18.50,29.12
591,64044,Micro Mages [Homebrew],54.62,74.25,52.96
592,12334,MIG-29: Soviet Fighter,14.41,41.59,86.00
593,9349,Might and Magic,65.77,212.83,851.00
594,12002,Mighty Bomb Jack,11.65,102.50,410.00
595,38011,Mighty Bomb Jack [5 Screw],11.87,280.00,"1,120.00"
596,9351,Mighty Final Fight,228.87,970.80,"2,033.20"
597,12001,Mike Tyson's Punch-Out,37.33,161.25,"5,605.52"
598,39517,Mike Tyson's Punch-Out [5 Screw],810.77,"2,844.80","11,541.76"
599,1944666,Mike Tyson's Punch-Out [White Bullets],43.00,712.50,"2,850.00"
600,12336,Millipede,8.34,29.71,179.39
601,12003,Milon's Secret Castle,4.04,35.30,174.40
602,2585572,Mini Putt [Homebrew],,,
603,12337,Miracle Piano,16.62,209.00,836.00
604,19303,Mission Cobra,59.99,191.04,607.71
605,9358,Mission Impossible,6.99,25.62,180.00
606,9366,Monopoly,6.43,23.06,149.50
607,12340,Monster in My Pocket,60.00,307.50,512.66
608,12338,Monster Party,18.31,110.55,260.00
609,12339,Monster Truck Rally,20.48,62.99,252.00
610,4620608,Montezuma's Revenge [Homewbrew],,,
611,21116,Moon Ranger,357.50,489.25,"1,957.00"
612,3380250,Moon8 [Homebrew],,,
613,4781297,Mother [25th Anniversary Edition Homebrew],39.99,,
614,9377,Motor City Patrol,62.86,173.23,693.00
615,9382,Ms. Pac-Man [Namco],33.37,80.14,265.00
616,30883,Ms. Pac-Man [Tengen],11.66,40.41,214.90
617,12386,MTV Remote Control,4.99,30.34,99.39
618,9387,M.U.L.E.,23.96,49.99,217.82
619,12341,Muppet Adventure,10.87,38.00,128.88
620,12312,MUSCLE,14.62,109.00,436.00
621,9390,Mutant Virus,33.90,120.00,480.00
622,14929,Myriad 6-in-1,"1,291.42","19,999.99","6,999.99"
623,12342,Mystery Quest,8.81,34.50,138.00
624,4956460,Mystery World Dizzy,,,
625,3168514,Mystic Origins [Homebrew],,,173.19
626,12343,NARC,9.00,44.79,233.57
627,67649,Nebs 'n Debs [Homebrew],,47.61,99.99
628,9449,NES Open Tournament Golf,9.99,29.74,175.00
629,2362618,NES Virus Cleaner [Homebrew],,,
630,3277477,NEScape [Homebrew],,,
631,2252927,Nexoft The Dominator ProBeam Wireless Zapper,,,
632,9459,NFL Football,4.75,27.86,73.84
633,9483,Nigel Mansell's World Championship Racing,20.77,120.85,372.99
634,9487,Nightshade,34.60,95.00,142.25
635,12344,Ninja Crusaders,29.99,173.44,210.48
636,9488,Ninja Gaiden,13.58,81.12,"1,511.00"
637,12004,Ninja Gaiden II The Dark Sword of Chaos,13.13,100.48,679.79
638,9490,Ninja Gaiden III Ancient Ship of Doom,73.45,326.34,767.50
639,12345,Ninja Kid,15.07,115.16,461.00
640,37995,Ninja Kid [5 Screw],13.95,102.50,410.00
641,19387,Nintendo Campus Challenge 1991,"17,086.61",,
642,34874,Nintendo Campus Challenge 1991 [Reproduction],184.36,,141.86
643,14933,Nintendo World Championship,"22,683.21",,
644,38640,Nintendo World Championship [25th Anniversary],281.21,299.99,
645,16173,Nintendo World Championship Gold,"18,944.25",,
646,34873,Nintendo World Championship [Reproduction],30.17,108.99,172.14
647,9492,Nintendo World Cup,8.50,29.99,148.61
648,3313311,Noah's Ark [Reproduction],,,
649,9495,Nobunaga's Ambition,17.72,48.00,241.01
650,13108,Nobunaga's Ambition 2,134.35,228.55,914.00
651,3401875,Nomolos: Storming the Catsle [Homebrew],40.00,,
652,12346,North and South,39.83,132.97,452.97
653,21251,NTF2 Test Cartridge,455.12,530.00,
654,14281,Operation Secret Storm,121.81,210.00,840.00
655,12348,Operation Wolf,4.22,25.48,292.55
656,12347,ORB 3D,6.58,32.72,88.00
657,5837419,Orebody: Binder's Tale [Silver Edition],,,
658,4358583,Orebody: Binder’s Tale,,,65.00
659,12349,Othello,3.52,11.41,59.99
660,9516,Overlord,24.13,68.36,106.72
661,19390,P'radikus Conflict,121.00,153.50,614.00
662,9518,Pac-Man [Namco],24.93,49.99,205.01
663,30882,Pac-Man [Tengen],11.30,29.72,312.00
664,40508,Pac-Man [Tengen Gray],13.23,37.00,148.00
665,12351,Pac-Mania,20.41,67.61,270.00
666,16126,Palamedes,11.44,41.85,113.31
667,9523,Panic Restaurant,787.19,"1,943.26","7,773.00"
668,9528,Paperboy,15.25,49.99,934.50
669,9530,Paperboy 2,16.58,60.00,240.00
670,14932,Peek-a-Boo Poker,"1,740.94","2,000.00","2,284.88"
671,19452,Pesterminator,95.00,166.75,667.00
672,12352,Peter Pan and the Pirates,13.99,50.00,200.00
673,12353,Phantom Fighter,15.49,66.81,229.77
674,12354,Pictionary,7.45,19.99,154.89
675,12355,Pin-Bot,5.05,22.17,250.98
676,12005,Pinball,7.48,39.21,"1,711.39"
677,37979,Pinball [5 Screw],8.66,99.57,398.00
678,12356,Pinball Quest,11.05,41.94,208.96
679,12357,Pipe Dream,7.97,27.69,111.00
680,9558,Pirates,27.81,79.35,262.50
681,12358,Platoon,6.15,26.22,125.00
682,9566,Play Action Football,2.91,17.25,109.48
683,3001680,Ploid [Homebrew],,,
684,12359,Popeye,20.86,162.45,810.00
685,37988,Popeye [5 Screw],22.47,259.50,"1,038.00"
686,71649,Port Test Cartridge,"1,439.78",,
687,12350,POW Prisoners of War,11.18,88.00,685.75
688,9574,Power Blade,73.19,212.07,305.00
689,9575,Power Blade 2,910.00,"1,564.57","6,258.00"
690,71650,Power Pad Test Cartridge,"2,500.00",,
691,9577,Power Punch II,31.21,89.00,266.25
692,12360,Predator,15.22,124.15,943.45
693,9584,Prince of Persia,29.89,82.88,457.61
694,12361,Princess Tomato in the Salad Kingdom,172.18,350.00,"1,299.99"
695,9592,Pro Sports Hockey,152.84,348.44,"1,394.00"
696,12362,Pro Wrestling,8.54,73.75,295.00
697,38001,Pro Wrestling [5 Screw],8.75,69.00,276.00
698,141601,Project Blue,42.06,45.84,
699,4891800,Project Blue [Special Edition Homebrew],,,
700,12006,Punch-Out,15.64,54.50,326.36
701,4186147,Punch-Out [Classic Series],24.00,47.72,359.14
702,12364,Puss N' Boots: Pero's Great Adventure,18.23,63.72,300.00
703,12365,Puzzle,10.40,34.99,149.90
704,12366,Puzznic,12.99,46.63,66.77
705,12367,Pyramid,12.61,50.00,202.25
706,12368,Q*bert,11.01,43.00,349.00
707,12369,Qix,47.30,131.73,412.77
708,12371,Quattro Adventure,11.27,27.99,111.11
709,39524,Quattro Adventure [Aladdin],14.60,25.54,26.81
710,19308,Quattro Arcade,27.91,55.00,111.11
711,12372,Quattro Sports,7.00,21.30,42.32
712,39525,Quattro Sports [Aladdin],12.43,22.50,90.00
713,2291087,Quest Forge: By Order of Kings [Homebrew],127.08,,
714,9615,Race America,80.00,200.00,800.00
715,30824,Racermate Challenge II,169.69,,
716,12376,Racket Attack,6.30,18.42,102.88
717,12378,Rad Racer,6.28,45.44,448.54
718,38037,Rad Racer [5 Screw],7.58,48.70,195.00
719,12379,Rad Racer II,9.82,41.30,393.99
720,30982,Rad Racket: Deluxe Tennis II,79.69,163.75,197.50
721,12380,Raid 2020,26.88,87.80,150.48
722,12381,Raid on Bungeling Bay,9.25,109.25,437.00
723,38025,Raid on Bungeling Bay [5 Screw],9.99,29.00,116.00
724,235769,Rainbow Brite [Homebrew],,,
725,12382,Rainbow Islands,32.00,122.75,491.00
726,12383,Rally Bike,14.95,38.38,500.00
727,12384,Rambo,8.00,57.76,231.00
728,12385,Rampage,13.44,56.63,660.00
729,9624,Rampart,15.67,53.60,140.81
730,9635,RBI Baseball,9.50,28.99,357.00
731,12373,RBI Baseball 2,9.89,33.83,188.13
732,12374,RBI Baseball 3,9.80,29.99,120.00
733,39512,RBI Baseball [Gray Cart],9.17,50.00,200.00
734,12375,R.C. Pro-AM,6.00,26.99,716.01
735,9639,R.C. Pro-AM II,79.97,279.99,"1,120.00"
736,2183251,Recca [Homebrew],36.66,71.00,75.99
737,12387,Renegade,9.44,65.99,"1,068.90"
738,12388,Rescue the Embassy Mission,3.99,31.64,99.99
739,4954196,Resident Evil [Homebrew],17.99,24.53,64.99
740,3684079,Rick & Morty [Homebrew],,,
741,12389,Ring King,9.26,45.00,180.00
742,38026,Ring King [5 Screw],9.99,82.00,328.00
743,12390,River City Ransom,36.97,156.25,393.00
744,12391,Road Runner,11.57,36.38,283.39
745,12392,RoadBlasters,7.16,24.99,126.16
746,9669,Robin Hood Prince of Thieves,10.18,35.00,146.78
747,12393,Robo Warrior,7.21,34.00,144.58
748,12394,RoboCop,7.05,54.86,272.25
749,9671,RoboCop 2,25.10,97.20,389.00
750,9673,RoboCop 3,44.99,235.37,941.00
751,16141,Robodemons,52.46,104.99,203.15
752,12395,Rock 'n Ball,8.91,51.58,242.04
753,12396,Rocket Ranger,8.13,30.26,77.82
754,9678,Rockin' Kats,134.89,354.75,"1,419.00"
755,9681,Roger Clemens' MVP Baseball,4.47,16.00,76.39
756,12397,Roller Games,14.99,53.96,299.00
757,12398,Rollerball,9.22,37.80,104.05
758,9682,Rollerblade Racer,19.75,119.39,478.00
759,155287,Rollie [Homebrew],89.95,,
760,12399,Rolling Thunder,10.50,31.00,125.00
761,12400,Romance of the Three Kingdoms,18.25,68.99,235.00
762,12401,Romance of the Three Kingdoms II,82.95,164.01,656.00
763,9687,Roundball 2-on-2 Challenge,11.35,59.07,142.31
764,161552,Royal Flush: A Princess Side Story [Homebrew],50.00,,
765,12402,Rush'n Attack,9.84,76.25,305.00
766,38004,Rush'n Attack [5 Screw],11.24,66.19,265.00
767,12403,Rygar,10.84,73.65,295.00
768,38012,Rygar [5 Screw],13.59,172.50,690.00
769,9697,SCAT Special Cybernetic Attack Team,117.50,502.25,"2,009.00"
770,2706114,SCAT Special Cybernetic Attack Team [Green Limited Run],,,119.99
771,2706113,SCAT Special Cybernetic Attack Team [Green Limited Run Collector's Edition],7.04,25.00,99.99
772,2313347,SCAT Special Cybernetic Attack Team [Limited Run],82.50,84.89,94.49
773,2684517,SCAT Special Cybernetic Attack Team [Limited Run Collector's Edition],7.39,26.24,105.14
774,1317363,Scott The Woz: The Game Of Crypticism [Homebrew],,,
775,1317365,Scott The Woz: The Game Of Crypticism [Homebrew Second Edition],,69.99,
776,12404,Secret Scout,271.11,557.76,"2,231.00"
777,67361,Secret Scout [Blue],349.99,"1,224.97","4,969.86"
778,12405,Section Z,5.41,55.42,327.50
779,38013,Section-Z [5 Screw],8.28,145.00,580.00
780,12406,Seicross,8.42,34.99,119.69
781,13827,Sesame Street 123,5.98,25.10,110.17
782,12408,Sesame Street ABC,4.66,20.70,200.00
783,9720,Sesame Street ABC and 123,10.97,58.99,610.00
784,12409,Sesame Street Big Bird's Hide and Speak,6.95,34.33,157.11
785,9721,Sesame Street Countdown,13.47,62.00,180.98
786,12410,Shadow of the Ninja,79.49,287.26,"1,149.00"
787,2619728,Shadow of the Ninja [Limited Run],77.99,87.86,105.00
788,2593764,Shadow of the Ninja [Limited Run Collector's Edition],139.99,200.00,144.25
789,12411,Shadowgate,6.37,45.72,257.77
790,9729,Shatterhand,62.36,228.59,404.30
791,2563030,Shera & the 40 Thieves [Homebrew],,,150.00
792,2563029,Shera & the 40 Thieves [Limited Edition],,,
793,12412,Shingen the Ruler,12.16,38.05,196.25
794,12413,Shinobi,15.00,47.50,190.00
795,12414,Shockwave,25.71,66.64,110.00
796,12415,Shooting Range,11.43,38.96,154.27
797,12416,Short Order/Eggsplode,13.39,30.00,125.84
798,12417,Side Pocket,7.29,27.37,111.05
799,12418,Silent Assault,35.92,95.00,380.00
800,72390,Silent Assault [Black],157.50,551.25,"2,236.50"
801,12419,Silent Service,4.30,15.99,112.05
802,12420,Silk Worm,19.70,88.89,356.00
803,12421,Silver Surfer,28.47,118.39,474.00
804,12422,Skate or Die,6.19,33.99,235.20
805,12423,Skate or Die 2,8.27,92.50,370.00
806,12424,Ski or Die,12.99,46.56,88.24
807,12425,Skull and Crossbones,10.47,45.00,180.00
808,12426,Sky Kid,13.75,100.20,"3,573.12"
809,38027,Sky Kid [5 Screw],12.95,76.41,306.00
810,12427,Sky Shark,5.96,33.50,129.36
811,12428,Slalom,9.55,87.77,152.84
812,38019,Slalom [5 Screw],12.00,121.19,485.00
813,9764,Smash TV,14.12,47.46,166.91
814,9765,Snake's Revenge,12.72,84.08,649.99
815,12429,Snake Rattle n Roll,8.38,36.00,144.00
816,12430,Snoopy's Silly Sports,11.70,38.00,324.00
817,9768,Snow Brothers,299.99,782.75,"3,131.00"
818,12007,Soccer,10.25,103.70,"2,399.00"
819,38002,Soccer [5 Screw],12.34,199.99,800.00
820,12431,Solar Jetman,5.57,38.57,119.79
821,724180,Solaris [Homebrew],,,
822,12432,Solitaire,40.42,75.00,300.00
823,12008,Solomon's Key,13.99,100.00,400.00
824,38014,Solomon's Key [5 Screw],16.35,102.50,410.00
825,9776,Solstice,5.87,29.99,100.00
826,2585582,SonSon [Homebrew],,,
827,3397403,Space Foxes: Vixen Elite [Homebrew],,,
828,9803,Space Shuttle,24.27,69.99,160.00
829,12434,Spelunker,14.84,64.66,259.00
830,38028,Spelunker [5 Screw],16.74,71.62,286.00
831,10594,Spiderman Return of the Sinister Six,18.00,99.73,849.78
832,12436,Spiritual Warfare,24.70,75.00,300.00
833,3402856,Splatterhouse [Homebrew],39.50,168.75,122.00
834,9830,Spot: The Video Game,8.51,38.76,208.25
835,12437,Spy Hunter,7.54,37.91,670.24
836,38029,Spy Hunter [5 Screw],6.50,64.13,257.00
837,9832,Spy vs. Spy,9.49,42.99,249.00
838,12438,Sqoon,146.07,689.00,"2,756.00"
839,16127,Stack Up,161.50,"1,030.00","4,120.00"
840,9839,Stanley The Search for Dr Livingston,47.18,112.49,154.27
841,12439,Star Force,6.40,55.00,190.49
842,38042,Star Force [5 Screw],,,
843,12009,Star Soldier,7.69,45.00,96.00
844,9842,Star Trek 25th Anniversary,17.63,49.00,209.28
845,9847,Star Trek The Next Generation,30.00,133.00,250.04
846,9848,Star Tropics,11.00,54.00,120.83
847,10238,Star Tropics II: Zoda's Revenge,14.61,46.83,129.99
848,2291089,Star Versus [Homebrew],,,
849,12440,Star Voyager,6.07,26.00,132.16
850,38031,Star Voyager [5 Screw],11.71,40.78,163.00
851,9849,Star Wars,19.99,77.00,308.00
852,59746,Star Wars [Classic Edition],25.89,137.48,58.89
853,60614,Star Wars [Premium Edition],84.99,,63.00
854,9857,Star Wars The Empire Strikes Back,25.40,132.59,530.00
855,68878,Star Wars The Empire Strikes Back [Classic Edition],39.50,,49.99
856,2012522,Star Wars The Empire Strikes Back [Premium Edition],81.22,,64.97
857,12441,Starship Hector,19.99,66.50,183.75
858,18720,Stealth,4.97,24.99,100.00
859,12443,Stinger,13.90,204.75,819.00
860,12444,Street Cop,35.53,78.63,230.33
861,12445,Street Fighter 2010 the Final Fight,12.79,76.00,299.99
862,12446,Strider,12.25,44.83,284.54
863,12447,Stunt Kids,62.99,75.00,642.19
864,2585576,Sudoku [Homebrew],,,
865,19476,Sunday Funday,179.99,272.84,500.00
866,9883,Super C,22.47,93.89,995.50
867,68663,Super C [5 Screw],,,
868,12448,Super Cars,39.99,119.23,477.00
869,3402833,Super Contra 7 [Homebrew],30.00,,
870,12449,Super Dodge Ball,13.72,62.50,"1,435.32"
871,12450,Super Glove Ball,6.22,41.78,109.50
872,9889,Super Mario Bros,15.00,250.00,"5,036.60"
873,12010,Super Mario Bros 2,23.21,65.50,"2,500.00"
874,5168001,Super Mario Bros 2 The Lost Levels [Homebrew],,,
875,1975178,Super Mario Bros 2J [Homebrew],175.81,,
876,9891,Super Mario Bros 3,17.96,86.00,592.50
877,67556,Super Mario Bros 3 [Challenge Set],74.99,90.00,600.00
878,241987,Super Mario Bros. 3 [Left Bros],23.77,181.25,427.50
879,37981,Super Mario Bros [5 Screw],17.99,300.00,"1,200.00"
880,12451,Super Mario Bros and Duck Hunt,4.99,22.36,89.00
881,12452,Super Mario Bros Duck Hunt World Class Track Meet,5.45,52.47,210.00
882,12453,Super Off Road,9.99,42.99,305.75
883,12454,Super Pitfall,9.97,45.50,182.00
884,38043,Super Pitfall [5 Screw],32.89,86.51,346.00
885,61459,Super Russian Roulette [Homebrew],,,330.00
886,9898,Super Spike Volleyball,5.16,23.35,150.00
887,12455,Super Spike Volleyball and World Cup Soccer,7.32,15.44,62.00
888,12456,Super Sprint,10.00,32.00,128.00
889,9899,Super Spy Hunter,51.96,223.48,894.00
890,12457,Super Team Games,5.40,27.94,115.50
891,12458,Superman,23.02,139.99,450.00
892,9913,Swamp Thing,181.50,485.00,"1,940.00"
893,2585573,Sweet Home [Homebrew],46.26,67.00,130.00
894,19306,Sword Master,284.79,741.24,"2,965.00"
895,3001679,Swords and Runes III [Homebrew],,,
896,12459,Swords and Serpents,8.49,31.95,258.23
897,2291132,T-Gun [Homebrew],,,
898,12462,Taboo the Sixth Sense,9.89,34.25,88.00
899,12463,Tag Team Wrestling,6.89,31.49,175.00
900,37994,Tag Team Wrestling [5 Screw],5.47,55.00,220.00
901,30846,Tagin' Dragon,97.01,219.99,880.00
902,12162,TaleSpin,17.48,99.99,"2,605.00"
903,12465,Talking Super Jeopardy,5.39,15.00,75.00
904,2594756,Tapeworm [Homebrew],,,
905,12466,Target Renegade,9.64,39.94,204.98
906,12467,Tecmo Baseball,6.26,23.00,92.00
907,9929,Tecmo Bowl,9.93,39.47,"2,109.28"
908,9930,Tecmo Cup Soccer,102.43,220.18,289.95
909,9931,Tecmo NBA Basketball,10.45,27.59,110.00
910,3399199,Tecmo NBA Basketball [N7],,,
911,9934,Tecmo Super Bowl,23.49,45.00,70.00
912,9938,Tecmo World Wrestling,9.52,37.51,219.52
913,9941,Teenage Mutant Ninja Turtles,10.00,76.00,"1,180.00"
914,12468,Teenage Mutant Ninja Turtles II,12.88,135.27,"1,050.00"
915,3621148,Teenage Mutant Ninja Turtles II [No Free Pizza Offer],9.71,72.97,"5,655.00"
916,9942,Teenage Mutant Ninja Turtles III The Manhattan Project,29.35,178.14,"1,513.89"
917,9944,Teenage Mutant Ninja Turtles Tournament Fighters,200.00,"1,193.41","1,500.14"
918,3225718,Temple Dilemma [Collector's Edition],,,
919,3225715,Temple Dilemma [Homebrew],,,
920,3225717,Temple Dilemma [Special Edition],,,
921,12011,Tennis,7.95,100.00,480.50
922,37982,Tennis [5 Screw],9.99,173.70,695.00
923,9951,Terminator,40.71,165.00,999.00
924,9953,Terminator 2 Judgment Day,10.31,35.95,144.00
925,12469,Terra Cresta,46.41,158.25,527.72
926,9964,Tetris,9.49,23.26,435.19
927,9966,Tetris 2,4.96,32.63,159.84
928,2782853,Tetris [CTWC],,,
929,12595,Tetris [Tengen],120.04,302.80,749.04
930,3225712,The Adventures of Panzer [Homebrew],,,225.00
931,4998147,The Adventures of Panzer II [Homebrew],,,
932,8471,The Adventures of Rocky and Bullwinkle and Friends,16.70,81.00,485.34
933,12471,The Goonies II,10.82,68.44,"1,537.50"
934,38040,The Goonies II [5 Screw],69.51,101.70,407.00
935,12472,The Guardian Legend,16.94,84.01,356.00
936,3395030,The Incident [Homebrew],,,
937,9990,The Jungle Book,37.52,127.47,510.00
938,12474,The Karate Kid,9.52,61.04,"2,222.30"
939,12475,The Last Ninja,30.03,80.19,321.00
940,4441237,The Legends of Owlia [Homebrew],,,
941,2290708,The Mad Wizard [Homebrew],65.00,,
942,12477,The Mafat Conspiracy,10.74,46.14,115.00
943,12478,The Magic of Scheherazade,15.74,61.00,201.00
944,2252805,The Magnilo Case [Homebrew],,,53.00
945,9997,The Punisher,24.12,127.05,700.00
946,9648,The Ren and Stimpy Show Buckeroos,29.66,118.75,475.00
947,3001681,The Rise of Amondus [Homebrew],90.00,,
948,9677,The Rocketeer,11.97,49.01,200.59
949,12479,The Simpsons Bart vs the Space Mutants,10.71,55.00,220.00
950,12197,The Simpsons Bart vs the World,10.00,68.10,533.22
951,9751,The Simpsons Bartman Meets Radioactive Man,24.52,120.00,300.00
952,12480,The Three Stooges,11.99,45.50,185.00
953,156550,The Tower of Turmoil [Homebrew],,,
954,12482,The Uncanny X-Men,13.96,90.75,363.00
955,10096,The Untouchables,32.55,82.35,499.99
956,92926,The Untouchables [Blue Label],59.00,206.76,827.00
957,12484,Thunder and Lightning,16.57,40.00,160.00
958,12485,Thunderbirds,16.63,77.25,309.00
959,12486,Thundercade,6.23,45.73,149.95
960,12487,Tiger-Heli,6.99,24.82,99.69
961,38033,Tiger-Heli [5 Screw],18.02,40.65,163.00
962,12488,Tiles of Fate,14.00,45.00,215.75
963,12489,Time Lord,5.95,35.50,157.00
964,10020,Times of Lore,82.26,226.52,906.00
965,10021,Tiny Toon Adventures,14.36,54.45,660.00
966,10022,Tiny Toon Adventures 2 Trouble in Wackyland,16.22,99.78,499.99
967,10024,Tiny Toon Adventures Cartoon Workshop,16.76,46.76,201.76
968,12490,To the Earth,5.46,27.82,65.58
969,12491,Toki,53.13,144.56,366.06
970,10035,Tom and Jerry,12.71,89.00,356.00
971,12492,Tombs and Treasure,28.89,109.95,440.00
972,12493,Toobin',19.69,52.50,275.99
973,12494,Top Gun,3.93,27.50,150.00
974,38044,Top Gun [5 Screw],13.58,57.80,231.00
975,10052,Top Gun The Second Mission,7.68,20.31,59.99
976,12495,Top Players Tennis,9.89,30.00,128.50
977,10053,Total Recall,8.88,42.50,275.16
978,12496,Totally Rad,31.15,99.99,400.00
979,12497,Touchdown Fever,19.68,45.70,350.00
980,12483,Town & Country II: Thrilla's Surfari,28.00,160.00,640.00
981,12461,Town & Country Surf Designs: Wood and Water Rage,4.99,59.99,455.81
982,10056,Toxic Crusaders,86.94,364.62,770.00
983,12498,Track and Field,9.50,22.75,"3,121.94"
984,38005,Track and Field [5 Screw],9.89,54.00,216.00
985,12499,Track and Field II,3.97,25.49,162.00
986,3401872,Transformers: Mystery of Convoy [Homebrew],100.49,,
987,10064,Treasure Master,19.95,89.14,235.59
988,10068,Trog,14.15,61.29,245.00
989,12500,Trojan,7.13,54.08,100.00
990,38000,Trojan [5 Screw],7.61,89.98,360.00
991,12501,Trolls on Treasure Island,32.99,196.48,786.00
992,742998,Trophy [Homebrew],201.18,,
993,2291133,Twelve Seconds [Homebrew],,,
994,12502,Twin Cobra,12.99,60.39,285.00
