,PC_ID,Title,loose_price,cib_price,new_price
455,20432,Free Running,11.99,16.71,24.99
456,32440,Fritz Chess,109.99,129.99,136.59
457,3872215,Front Man Wireless Guitar,,,
458,11359,Furu Furu Park,5.55,7.22,9.99
459,19393,G-Force,3.82,5.72,13.55
460,16020,Gallop and Ride,5.40,7.12,12.80
461,10877,Game Party,3.48,5.47,11.33
462,15686,Game Party 2,5.30,7.49,11.07
463,19717,Game Party 3,7.99,8.85,14.25
464,32155,Gem Smashers,5.29,7.17,13.99
465,31900,Generator Rex: Agent of Providence,3.86,4.87,6.27
466,10878,Geometry Wars Galaxies,8.99,9.99,19.99
467,21627,Geon Cube,6.75,8.40,17.00
468,14415,George of the Jungle and the Search for the Secret,4.95,5.97,10.44
469,22090,Get Fit With Mel B,19.19,22.15,26.00
470,32359,Get Up And Dance,4.55,9.50,13.65
471,30737,Ghost Recon,7.36,8.95,13.51
472,10879,Ghost Squad,9.22,10.39,19.95
473,19288,Ghostbusters: The Video Game,8.22,8.99,19.99
474,19455,G.I. Joe: The Rise of Cobra,5.20,7.52,14.64
475,21619,Glacier 2,3.49,4.37,9.41
476,30912,Glacier 3: The Meltdown,5.21,6.41,9.84
477,15833,"Go, Diego, Go: Great Dinosaur Rescue",5.37,7.25,21.00
478,16090,"Go, Diego, Go: Safari Rescue",5.44,5.54,14.99
479,19270,Go Play Circus Star,3.45,3.84,6.58
480,19581,Go Play City Sports,5.64,6.14,12.49
481,19271,Go Play Lumberjacks,4.99,6.02,12.41
482,31824,Go Vacation,13.96,15.34,27.17
483,10544,Godzilla Unleashed,29.99,33.56,81.35
484,18477,Gold's Gym Cardio Workout,3.71,5.41,8.50
485,21925,Gold's Gym Dance Workout,4.50,6.99,11.98
486,15853,Goosebumps HorrorLand,8.46,8.71,18.99
487,22026,Gormiti: The Lords of Nature!,7.20,12.94,13.73
488,19267,Grand Slam Tennis,6.07,7.73,16.00
489,21949,Grease,4.90,5.81,11.72
490,21533,Green Day: Rock Band,16.99,17.99,37.97
491,31459,Green Lantern: Rise of the Manhunters,6.29,6.42,7.77
492,22037,Greg Hastings Paintball 2,5.91,5.98,11.66
493,35476,Gremlins Gizmo,13.68,16.93,38.22
494,16367,Grey's Anatomy The Video Game,17.49,18.23,29.99
495,11149,Grim Adventures of Billy & Mandy,11.45,12.66,27.01
496,19489,Groovin' Blocks,4.95,8.13,14.00
497,7342,GT Pro Series,3.94,7.13,17.93
498,30913,GT Pro Series (with Racing Wheel),4.81,6.25,13.00
499,22157,GTI Club Supermini Festa,27.99,37.00,74.00
500,10354,Guilty Gear XX Accent Core,15.03,16.99,43.91
501,21645,Guilty Gear XX Accent Core Plus,47.65,50.54,129.99
502,21951,Guilty Party,6.99,8.06,18.50
503,15959,Guinness World Records The Video Game,4.40,4.42,8.34
504,19546,Guitar Hero 5,17.81,21.84,34.35
505,19545,Guitar Hero 5 [Guitar Bundle],59.23,84.00,139.97
506,14039,Guitar Hero Aerosmith,6.99,7.11,9.81
507,14086,Guitar Hero Aerosmith [Bundle],48.00,64.93,110.57
508,40541,Guitar Hero III & Guitar Hero Aerosmith Dual Pack,22.12,22.35,39.90
509,21997,Guitar Hero III Legends of Rock,16.66,17.44,34.99
510,10355,Guitar Hero III Legends of Rock [Bundle],76.00,82.39,114.57
511,4786388,Guitar Hero III Legends of Rock [Not For Resale],14.78,17.20,42.19
512,17468,Guitar Hero: Metallica,33.00,33.56,62.47
513,19293,Guitar Hero Smash Hits,34.97,34.99,54.20
514,20117,Guitar Hero: Van Halen,21.75,27.85,42.62
515,22078,Guitar Hero: Warriors of Rock,19.97,20.00,40.92
516,22083,Guitar Hero: Warriors of Rock [Guitar Bundle],100.47,135.06,160.00
517,22084,Guitar Hero: Warriors of Rock [Super Bundle],122.12,220.00,224.99
518,15657,Guitar Hero World Tour,11.33,12.06,28.89
519,15810,Guitar Hero World Tour [Band Kit],5.10,199.98,350.00
520,31519,Gummy Bears Magic Medallion,6.55,6.59,9.07
521,31129,Gummy Bears Minigolf,4.86,6.55,11.00
522,32823,Gunblade NY & LA Machineguns Arcade Hits Pack,65.35,78.19,101.99
523,31542,Gunslingers,35.00,38.45,55.73
524,1297730,Gunslingers [Revolver Bundle],101.25,178.75,202.50
525,30914,Hall of Fame Ultimate Hoops Challenge,6.30,6.63,11.95
526,10545,Hannah Montana Spotlight World Tour,2.94,5.11,8.82
527,17645,Hannah Montana: The Movie,3.66,4.81,7.87
528,7344,Happy Feet,4.67,4.98,10.20
529,32103,Happy Feet Two,5.44,5.99,8.74
530,30915,Harley-Davidson: Road Trip,6.49,7.20,13.32
531,33065,Harley Pasternak Hollywood Workout,3.18,7.42,8.98
532,30739,Harry Potter and the Deathly Hallows: Part 1,7.14,8.99,19.99
533,31557,Harry Potter and the Deathly Hallows: Part 2,9.13,13.97,22.47
534,19343,Harry Potter and the Half-Blood Prince,6.44,7.25,19.82
535,6792,Harry Potter and the Order of the Phoenix,6.61,7.30,29.47
536,19965,Harvest Moon: Animal Parade,22.21,24.41,44.71
537,19512,Harvest Moon Magical Melody,12.92,14.06,21.22
538,15639,Harvest Moon Tree of Tranquility,13.73,15.25,26.49
539,11055,Harvey Birdman Attorney at Law,9.63,11.18,14.99
540,15960,Hasbro Family Game Night,7.66,9.50,16.93
541,19865,Hasbro Family Game Night 2,6.99,7.68,15.49
542,30352,Hasbro Family Game Night 3,13.61,13.84,43.37
543,31897,Hasbro Family Game Night 4: The Game Show,10.27,12.87,27.99
544,32169,Hasbro Family Game Night Fun Pack,19.99,20.89,22.83
545,32926,Hasbro Family Game Night Value Pack,14.95,14.97,41.81
546,22142,Haunted House,7.24,7.56,18.68
547,16362,HAWX 2,5.11,7.59,11.71
548,31141,Heathcliff: The Fast and The Furriest,3.85,7.06,9.36
549,7345,Heatseeker,7.19,7.29,17.50
550,16347,Heavenly Guardian,6.79,7.69,13.02
551,32108,Heavy Fire: Afghanistan,14.95,16.27,45.00
552,14649,Hell's Kitchen,7.11,11.34,22.99
553,30793,Hello Kitty Seasons,5.98,7.29,13.38
554,19074,Help Wanted: 50 Wacky Jobs,6.99,8.19,16.49
555,21625,Hidden Mysteries: Titanic,6.95,8.13,11.70
556,15780,High School Musical 3 Senior Year Dance,2.41,5.42,8.73
557,10546,High School Musical Sing It,4.38,6.03,13.55
558,10547,High School Musical Sing It Bundle,3.09,9.72,15.38
559,10880,History Channel Battle For the Pacific,5.99,7.89,16.00
560,22144,Hollywood Squares,5.37,6.47,13.00
561,31132,Honda ATV Fever,5.75,5.99,12.99
562,10372,Hooked,5.90,5.90,39.99
563,37708,Hooked Again,5.48,6.49,22.73
564,19797,Horse Life Adventures,9.46,9.95,22.40
565,20018,Hot Wheels: Battle Force 5,5.26,6.38,19.99
566,9129,Hot Wheels Beat That,5.85,6.33,14.98
567,30770,Hot Wheels: Track Attack,6.00,6.05,14.93
568,16863,Hotel For Dogs,4.31,5.96,10.52
569,21096,How to Train Your Dragon,7.65,8.12,23.23
570,34930,How to Train Your Dragon 2,9.39,11.97,24.00
571,31493,Hyper Fighters,13.00,16.99,16.99
572,21647,Hysteria Hospital: Emergency Ward,6.15,8.11,11.07
573,31359,I Love Horses: Rider's Paradise,7.16,9.30,19.00
574,37279,I Spy Game Pack: Ultimate and Spooky Mansion,8.95,10.00,14.23
575,30340,I Spy: Spooky Mansion,6.65,7.78,10.99
576,21659,iCarly,5.50,5.89,8.00
577,32824,iCarly 2: iJoin the Click,4.99,6.36,7.00
578,30918,iCarly [Pillowcase Bundle],5.00,7.50,15.00
579,11120,Ice Age 2 The Meltdown,5.47,6.53,18.33
580,32907,Ice Age: Continental Drift Arctic Games,6.22,7.33,24.95
581,19352,Ice Age: Dawn of the Dinosaurs,7.45,7.64,27.00
582,14654,Igor The Game,3.70,7.47,8.32
583,16346,Imagine: Fashion Party,4.11,4.53,9.00
584,15955,Imagine Party Babyz,4.87,5.90,6.99
585,21639,Impossible Mission,4.34,8.16,10.16
586,19272,Indiana Jones and the Staff of Kings,7.17,8.21,22.99
587,10548,Indianapolis 500 Legends,4.70,6.03,7.74
588,16045,Iron Chef America Supreme Cuisine,3.99,5.00,9.88
589,13905,Iron Man,5.64,7.08,15.57
590,21271,Iron Man 2,5.48,7.48,17.52
591,21943,Ivy the Kiwi,44.50,58.01,100.00
592,31149,JaJa's Adventure,4.41,23.96,48.00
593,20020,Jambo! Safari Animal Rescue,8.37,9.29,20.24
594,32366,Jaws: Ultimate Predator,9.99,12.88,26.00
595,14424,Jeep Thrills,4.52,4.61,8.81
596,4928490,Jeep Thrills [Bundle],,,
597,21667,Jelly Belly: Ballistic Beans,3.97,4.09,7.49
598,10881,Jenga,6.45,7.25,10.31
599,30653,Jeopardy,6.42,7.29,12.72
600,50815,Jerry Rice & Nitus' Dog Football,9.25,9.26,9.96
601,30921,Jewel Quest Trilogy,7.76,8.55,13.99
602,15777,Jillian Michaels' Fitness Ultimatum 2009,1.71,3.33,5.24
603,19718,Jillian Michaels' Fitness Ultimatum 2010,3.18,4.14,5.99
604,32943,Jillian Michaels' Fitness Ultimatum 2011,3.89,5.32,8.37
605,31847,Jimmie Johnson's Anything with an Engine,4.72,5.00,11.44
606,19748,JU-ON: The Grudge,70.00,85.01,228.15
607,11878,Jumper,4.17,4.96,7.43
608,32837,JumpStart: Crazy Karts,6.98,8.09,13.67
609,21664,JumpStart: Escape from Adventure Island,7.43,7.98,19.92
610,32836,JumpStart: Get Moving Family Fitness,5.45,7.76,14.00
611,19580,JumpStart Pet Rescue,6.69,7.48,23.85
612,30925,Junior League Sports,3.98,6.08,10.47
613,19913,Jurassic: The Hunted,10.79,13.34,28.72
614,20022,Just Dance,4.30,7.41,11.94
615,22186,Just Dance 2,6.18,6.52,10.00
616,2578872,Just Dance 2 [Best Buy Edition],3.05,,13.42
617,34318,Just Dance 2014,7.96,9.04,14.69
618,35191,Just Dance 2015,7.09,9.64,19.33
619,3362181,Just Dance 2015 [Nintendo Selects],9.35,12.18,12.99
620,36152,Just Dance 2016,10.24,10.58,24.44
621,37045,Just Dance 2017,13.08,13.33,17.60
622,40324,Just Dance 2018,15.69,18.49,25.83
623,53876,Just Dance 2019,19.88,21.93,27.23
624,65504,Just Dance 2020,29.99,32.99,53.09
625,31807,Just Dance 3,4.24,5.78,12.61
626,2578873,Just Dance 3 [Best Buy Edition],3.14,,29.99
627,3346528,Just Dance 3 [Target Edition],5.75,7.75,14.98
628,33162,Just Dance 4,9.14,9.36,19.00
629,33215,Just Dance Disney Party,7.24,8.71,19.99
630,36161,Just Dance: Disney Party 2,11.45,12.97,24.53
631,32888,Just Dance Greatest Hits,12.30,14.24,38.53
632,30699,Just Dance Kids,3.73,5.56,15.00
633,31882,Just Dance Kids 2,5.99,6.09,12.06
634,34430,Just Dance Kids 2014,7.05,9.99,11.67
635,31616,Just Dance Summer Party,7.85,8.66,16.99
636,20024,Kamen Rider: Dragon Knight,31.99,40.51,60.99
637,33236,Karaoke Joysound,7.64,8.49,17.78
638,33237,Karaoke Joysound Bundle (1 mic),,,
639,20040,Karaoke Revolution,7.07,10.47,14.75
640,15999,Karaoke Revolution American Idol Encore 2,6.82,9.95,21.95
641,11869,Karaoke Revolution American Idol Encore Bundle,6.71,6.76,14.00
642,4199909,Karaoke Revolution American Idol Encore [Game Only],7.99,10.39,23.97
643,30700,Karaoke Revolution: Glee,4.66,5.99,9.24
644,31299,Karaoke Revolution: Glee 2,6.67,7.76,10.72
645,31300,Karaoke Revolution: Glee 2 [Microphone Bundle],7.65,9.95,20.00
646,32336,Karaoke Revolution Glee Vol 3,6.88,6.99,15.18
647,32339,Karaoke Revolution Glee Vol 3 Bundle,18.85,24.50,49.00
648,31142,Kart Racer,4.24,4.70,12.99
649,11870,Kawasaki Jet Ski,4.88,5.80,13.76
650,16879,Kawasaki Quad Bikes,3.24,4.85,8.89
651,16861,Kawasaki Snowmobiles,5.25,5.43,10.15
652,30927,Kevin VanDam's Big Bass Challenge,5.36,7.99,19.30
653,30926,Kevin VanDam's Big Bass Challenge (Game & Fishing Rod),10.00,14.92,26.89
654,30948,Kid Adventures: Sky Captain,7.09,8.96,15.43
655,22100,Kid Fit: Island Resort,7.41,7.64,9.00
656,32411,Kidz Bop Dance Party! The Video Game,7.10,7.81,19.99
657,14803,Kidz Sports Basketball,4.94,5.39,14.21
658,14978,Kidz Sports Crazy Golf,5.79,7.08,11.44
659,21634,Kidz Sports: Crazy Mini Golf 2,6.66,7.71,15.00
660,14113,Kidz Sports: Ice Hockey,5.09,5.99,10.18
661,12951,Kidz Sports International Soccer,5.00,5.45,10.00
662,13217,King of Clubs,3.49,4.99,8.20
663,15860,King of Fighters Collection The Orochi Saga,17.07,22.00,44.99
664,33056,Kirby's Dream Collection: Special Edition,44.48,57.57,119.99
665,30334,Kirby's Epic Yarn,13.90,14.26,34.28
666,747583,Kirby's Epic Yarn [Refurbished],,,
667,31877,Kirby's Return to Dream Land,21.26,26.17,64.97
668,18739,Klonoa,32.17,32.17,137.05
669,7369,Kororinpa Marble Mania,17.95,19.23,38.51
670,13866,Kung Fu Panda,5.06,8.14,15.54
671,31442,Kung Fu Panda 2,5.00,6.67,6.78
672,16419,Kung Fu Panda: Legendary Warriors,8.36,8.37,14.99
673,15759,Legend of Spyro Dawn of the Dragon,13.04,17.13,47.93
674,9836,Legend of Spyro The Eternal Night,11.69,14.50,39.00
675,7372,Legend of the Dragon,5.50,6.99,8.99
676,22011,Legend of the Guardians: The Owls of Ga'Hoole,5.28,6.53,7.99
677,32854,LEGO Batman 2,4.04,5.45,14.15
678,15018,LEGO Batman The Videogame,4.00,6.64,11.99
679,36267,LEGO Batman The Videogame [Silver Shield],2.13,6.65,19.95
680,21566,LEGO Harry Potter: Years 1-4,5.63,6.49,12.99
681,37953,LEGO Harry Potter: Years 1-4 [Collector's Edition],10.77,16.50,33.00
682,63070,LEGO Harry Potter: Years 1-4 [Silver Shield],4.10,6.25,13.00
683,32120,LEGO Harry Potter Years 5-7,7.76,9.01,16.60
684,19997,LEGO Indiana Jones 2: The Adventure Continues,4.16,5.28,15.48
685,13859,LEGO Indiana Jones The Original Adventures,5.81,5.97,16.65
686,33335,LEGO Lord Of The Rings,7.65,9.16,21.94
687,31410,LEGO Pirates of the Caribbean: The Video Game,6.49,8.46,22.47
688,19918,LEGO Rock Band,5.90,9.21,17.34
689,10549,LEGO Star Wars Complete Saga,6.07,6.65,14.99
690,31100,LEGO Star Wars III: The Clone Wars,6.72,7.54,16.17
691,2529488,LEGO Star Wars III: The Clone Wars [Figure Bundle],8.59,11.95,24.00
692,32794,Let's Dance,10.33,18.89,26.09
693,31360,Let's Paint,4.56,4.97,7.64
694,21366,Let's Play Ballerina,5.99,8.50,13.00
695,21357,Let's Play Garden,5.85,6.59,8.51
696,36255,Let's Sing 2016,38.98,42.22,45.00
697,36254,Let's Sing 2016 Microphone Bundle,38.31,49.80,66.28
698,19297,Let's Tap,7.01,8.01,14.37
699,4643933,Let's Tap [Best Buy Limited Edition],7.19,8.74,22.99
700,14445,Line Rider 2 Unbound,2.99,5.28,11.00
701,32418,Link's Crossbow Training,6.80,8.04,9.88
702,19407,Little King's Story,24.49,24.99,36.37
703,14452,Little League World Series Baseball 2008,8.10,9.61,21.00
704,19325,Little League World Series Baseball 2009,11.37,12.74,28.32
705,21602,Little League World Series Double Play,15.03,18.52,32.99
706,15726,Littlest Pet Shop,6.17,8.00,14.36
707,19798,Littlest Pet Shop Friends,6.16,6.83,19.41
708,12098,London Taxi Rush Hour,6.58,7.34,10.34
709,10787,Looney Tunes Acme Arsenal,4.73,6.40,14.01
710,21998,Lord of the Rings: Aragorn's Quest,7.08,7.79,10.10
711,15066,Lost in Blue Shipwrecked,9.74,9.92,34.13
712,30842,Lost in Shadow,26.14,34.94,49.50
713,157663,Lucha Libre AAA: Heroes Del Ring,37.55,48.81,98.00
714,15962,Luxor 3,6.67,6.69,9.00
715,11750,Luxor Pharaoh's Challenge,6.84,9.54,14.18
716,16430,M&M's Adventure,6.96,8.40,12.99
717,16402,M&M's Beach Party,2.99,4.07,8.77
718,10356,M&M's Kart Racing,5.11,6.93,14.00
719,22158,Mad Dog McCree: Gunslinger Pack,31.33,35.00,35.44
720,32807,Madagascar 3,4.47,4.91,9.85
721,15899,Madagascar Escape 2 Africa,4.44,4.88,6.50
722,21347,Madagascar Kartz,5.62,6.48,12.38
723,7375,Madden 2007,4.53,4.80,10.00
724,6793,Madden 2008,4.67,5.15,8.90
725,14181,Madden 2009 All-Play,2.81,5.03,7.99
726,19480,Madden NFL 10,4.48,4.56,11.47
727,21865,Madden NFL 11,4.72,5.16,14.99
728,4890411,Madden NFL 11 [Breast Cancer],,,
729,31674,Madden NFL 12,6.31,6.62,9.94
730,33007,Madden NFL 13,8.99,9.70,28.45
731,4890414,Madden NFL 2009 [Breast Cancer Slipcover],,,
732,16397,MadWorld,12.53,12.99,23.60
733,21001,Major League Baseball 2K10,5.48,5.80,12.95
734,31027,Major League Baseball 2K11,6.99,7.99,19.21
735,32586,Major League Baseball 2K12,10.03,12.89,29.61
736,11875,Major League Baseball 2K8,3.97,4.84,14.99
737,16351,Major League Baseball 2K9,4.94,5.98,16.48
738,17474,Major Minor's Majestic March,4.13,7.93,8.84
739,31380,Man vs. Wild,6.93,6.94,8.99
740,10357,Manhunt 2,13.00,16.92,48.40
741,16403,Marble Saga Kororinpa,12.16,12.40,21.01
742,15068,Margot's Word Brain,4.64,5.09,8.41
743,20052,Marines: Modern Urban Combat,3.99,8.24,16.00
744,32285,Mario & Sonic at the London 2012 Olympic Games,13.43,13.99,37.32
745,10550,Mario and Sonic at the Olympic Games,10.00,10.25,16.47
746,19749,Mario and Sonic at the Olympic Winter Games,10.00,11.65,25.00
747,13229,Mario Kart Wii,24.55,26.10,47.00
748,747587,Mario Kart Wii [Refurbished],26.59,26.59,53.00
749,32725,Mario Kart Wii [Wheel Bundle],27.88,29.64,70.03
750,747580,Mario Kart Wii [Wheel Bundle Refurbished],,,
751,10788,Mario Party 8,24.99,25.48,59.99
752,32624,Mario Party 9,39.50,45.03,62.94
753,2905802,Mario Power Tennis [Nintendo Selects],14.53,14.99,28.70
754,30981,Mario Sports Mix,20.06,26.66,60.40
755,6794,Mario Strikers Charged,13.97,14.48,39.46
756,32646,Mario Strikers Charged [Nintendo Selects],14.58,15.69,36.16
757,14625,Mario Super Sluggers,25.64,33.85,64.97
758,32644,Mario Super Sluggers [Nintendo Selects],33.45,33.74,48.95
759,30866,Martian Panic,6.63,7.08,13.65
760,30929,Martian Panic (Game & Gun Bundle),14.66,30.62,43.98
761,19799,Marvel Super Hero Squad,7.50,8.29,24.95
762,32313,Marvel Super Hero Squad: Comic Combat,6.79,7.00,8.99
763,30747,Marvel Super Hero Squad: The Infinity Gauntlet,6.70,7.92,18.99
764,7378,Marvel Ultimate Alliance,5.20,7.89,26.67
765,19603,Marvel Ultimate Alliance 2,6.07,8.01,19.42
766,30931,Mathews Bowhunting,5.85,7.64,17.99
767,31143,Mathews Bowhunting (with Bow),22.26,31.00,62.00
768,32410,Maximum Racing: Crash Car Racer,16.05,23.61,47.00
769,31040,Maximum Racing: Drag & Stock Racer,16.93,19.50,39.00
770,31039,Maximum Racing: GP Classic Racing,5.45,14.49,29.00
771,58171,Maximum Racing: Rally Racer,34.92,34.93,69.30
772,68632,Maximum Racing: Sprint Cars,33.29,50.00,100.00
773,31518,Maximum Racing: Super Karts,33.33,50.00,100.00
774,37334,Maximum Racing: Super Truck Racer,71.96,82.99,166.00
775,10551,Medal of Honor Heroes 2,5.99,6.38,15.39
776,7384,Medal of Honor Vanguard,5.16,5.18,12.25
777,19803,Medieval Games,3.96,5.15,9.75
778,6795,Meet the Robinsons,4.40,7.75,15.00
779,30630,MegaMind: Mega Team Unite,4.45,5.45,6.95
780,32755,Men In Black: Alien Crisis,6.56,7.22,9.99
781,6796,Mercury Meltdown Revolution,5.53,6.42,7.50
782,16021,Merv Griffin's Crosswords,4.50,4.72,10.72
783,7385,Metal Slug Anthology,15.57,20.00,43.63
784,21969,Metroid: Other M,12.00,12.63,21.04
785,747590,Metroid: Other M [Refurbished],,,
786,7386,Metroid Prime 3 Corruption,9.89,12.44,39.99
787,36281,Metroid Prime Trilogy,69.54,69.66,160.89
788,19510,Metroid Prime Trilogy [Collector's Edition],69.99,70.00,147.28
789,747589,Metroid Prime Trilogy [Refurbished],,,
790,30760,Michael Jackson: The Experience,14.82,16.22,33.74
791,2158332,Michael Jackson: The Experience [Walmart Edition],17.12,27.99,56.00
792,10358,Mini Desktop Racing,3.99,5.05,6.49
793,3401595,Mini-Golf: King of Clubs,5.38,6.99,14.00
794,32398,Mini Golf Resort,12.97,14.93,27.63
795,19552,Mini Ninjas,8.88,8.95,22.14
796,13147,MiniCopter Adventure Flight,6.00,9.07,18.00
797,30934,Minute to Win It,3.35,4.03,7.16
798,9362,MLB Power Pros,10.04,10.44,27.25
799,14384,MLB Power Pros 2008,16.66,17.47,33.00
800,15954,MLB Superstars,4.56,5.90,9.99
801,13221,Monkey King The Legend Begins,6.18,7.00,11.28
802,15964,Monkey Mischief Party Time,5.10,5.82,11.89
803,16258,Monopoly,8.00,8.33,19.99
804,31903,Monopoly Collection,13.01,13.22,30.00
805,30351,Monopoly Streets,8.19,9.49,23.44
806,14796,Monster 4X4,3.75,3.99,10.42
807,19876,Monster 4x4: Stunt Racer,6.31,6.50,15.40
808,30936,Monster 4x4: Stunt Racer with Racing Wheel,6.33,9.43,19.00
809,72756,Monster 4X4 World Circuit,3.15,3.99,13.98
810,7389,Monster 4X4 World Circuit [Steering Wheel Bundle],2.67,3.47,11.81
811,34484,Monster High: 13 Wishes,7.82,9.99,21.66
812,31835,Monster High: Ghoul Spirit,4.72,6.26,11.53
813,36291,Monster High: New Ghoul in School,8.77,11.24,20.00
814,33339,Monster High: Skultimate Roller Maze,6.92,6.97,19.00
815,21190,Monster Hunter Tri,8.59,9.68,24.61
816,21191,Monster Hunter Tri [Controller Bundle],32.00,37.21,69.98
817,70264,Monster Hunter Tri Demo Disc,5.00,6.50,15.00
818,10552,Monster Jam,7.29,8.10,19.98
819,30684,Monster Jam: Path of Destruction,7.50,8.25,19.99
820,15849,Monster Jam Urban Assault,6.32,8.80,17.05
821,15906,Monster Lab,4.05,6.28,11.95
822,19490,Monster Mayhem: Build and Battle,4.69,4.99,8.90
823,21651,Monster Trucks Mayhem,4.31,6.17,9.95
824,30937,Monster Trucks Mayhem with Racing Wheel,5.25,5.54,11.00
825,9370,Monster Trux Arenas,3.95,6.00,12.31
826,11756,Monster Trux Offroad,4.30,5.99,10.28
827,16443,Monsters vs. Aliens,4.93,5.10,10.71
828,10789,Mortal Kombat Armageddon,14.97,17.67,36.49
829,15956,Mortimer Beckett and the Secrets of Spooky Manor,6.65,7.13,16.99
830,15821,MotoGP,7.33,8.00,16.00
831,19877,Mountain Sports,5.20,5.92,9.99
832,15905,Movie Games,4.49,6.00,6.30
833,32367,Mr. Bean's Wacky World,61.68,76.37,137.33
834,19591,Muramasa: The Demon Blade,29.99,31.07,51.00
835,16107,Mushroom Men The Spore Wars,10.50,14.10,19.99
836,11872,MX vs ATV Untamed,6.48,7.81,18.93
837,21661,My Baby First Steps,4.90,5.21,8.82
838,21663,My Ballet Studio,7.67,8.62,17.49
839,16105,My Fitness Coach,3.19,3.51,9.45
840,20341,My Fitness Coach 2 Exercise and Nutrition,5.57,5.64,8.00
841,18736,My Horse & Me: Riding for Gold,28.22,33.42,68.11
842,11876,My Horse and Me,5.39,8.00,15.96
843,35383,My Personal Golf Trainer With IMG Academies and David Leadbetter,12.49,14.72,28.63
844,7396,My Word Coach,4.63,5.13,8.47
845,7398,MySims,7.76,8.81,19.99
846,19673,MySims Agents,8.28,8.53,23.19
847,30702,MySims Collection,8.70,10.43,21.00
848,15827,MySims Kingdom,7.90,9.04,14.68
849,16398,MySims Party,5.00,5.29,9.00
850,19269,MySims Racing,5.05,7.99,16.17
851,22093,MySims SkyHeroes,4.72,4.80,9.99
852,31543,Mystery Case Files: The Malgrave Incident,8.91,8.99,16.30
853,16207,Myth Makers Orbs of Doom,4.28,5.75,12.95
854,10882,Myth Makers Super Kart GP,5.65,6.72,8.09
855,13990,Myth Makers Trixie in Toyland,9.23,9.26,19.00
856,35686,Namco Museum Megamix,6.99,7.99,18.00
857,10359,Namco Museum Remix,4.50,4.97,12.99
858,16104,Nancy Drew The White Wolf of Icicle Creek,7.10,7.58,20.00
859,14664,Naruto Clash of Ninja Revolution,5.23,6.83,15.61
860,15785,Naruto Clash of Ninja Revolution 2,8.94,11.65,15.24
861,21662,Naruto Shippuden: Clash of Ninja Revolution 3,11.37,11.97,28.92
862,5290202,Naruto Shippuden Clash of Ninja Revolution 3 [Limited Edition],18.77,24.99,55.00
863,31497,Naruto Shippuden: Dragon Blade Chronicles,11.09,12.32,34.44
864,16283,NASCAR Kart Racing,7.12,7.12,19.16
865,31282,NASCAR The Game 2011,9.12,9.75,20.49
866,33293,NASCAR The Game: Inside Line,6.82,8.84,22.48
867,32185,NASCAR Unleashed,7.77,8.07,16.00
868,35228,Nat Geo Challenge Wild Life,4.91,6.97,8.16
869,32381,National Geographic Challenge,8.95,9.99,24.99
870,19697,NBA 2K10,5.12,7.72,28.80
871,22105,NBA 2K11,6.77,7.02,22.30
872,31802,NBA 2K12,5.88,8.15,25.14
873,33143,NBA 2K13,8.56,10.04,26.93
874,22130,NBA Jam,11.69,12.81,37.03
875,15649,NBA Live 09 All-Play,3.92,5.43,9.08
876,9432,NBA Live 2008,3.85,5.01,9.96
877,14121,NCAA Football 09 All-Play,7.97,7.99,35.07
878,32192,NCIS,8.99,10.15,20.24
879,6797,Need for Speed Carbon,7.97,8.04,24.44
880,30735,Need For Speed: Hot Pursuit,9.43,10.14,21.71
881,19929,Need for Speed Nitro,7.32,7.69,20.61
882,10553,Need for Speed Prostreet,5.37,5.44,16.11
883,32290,Need For Speed: The Run,5.12,6.19,18.20
884,16014,Need for Speed Undercover,4.92,6.46,19.99
885,16219,Neighborhood Games,3.98,5.06,10.98
886,16147,Neopets Puzzle Adventure,4.31,4.39,8.48
887,15836,NERF N-Strike [Bundle],3.88,5.01,11.93
888,59588,NERF N-Strike [Double Blast Bundle],7.32,9.50,29.45
889,19866,NERF N-Strike Elite,7.09,7.27,30.00
890,35511,NERF N-Strike Elite [Bundle],15.13,24.99,33.08
891,32918,NERF N-Strike (game only),5.31,5.99,12.00
892,58265,Netflix,5.99,6.00,12.00
893,22042,New Carnival Games,5.63,7.44,20.82
894,4781175,New Carnival Games [Slip Cover],,,
895,18737,New Play Control: Donkey Kong Jungle Beat,18.69,18.99,64.44
896,16395,New Play Control: Mario Power Tennis,10.30,12.70,25.98
897,747588,New Play Control: Mario Power Tennis [Refurbished],,,
898,16396,New Play Control: Pikmin,28.00,32.00,66.85
899,747574,New Play Control: Pikmin [Refurbished],,,
900,20014,New Super Mario Bros. Wii,22.48,23.00,52.45
901,747578,New Super Mario Bros. Wii [Refurbished],51.63,99.99,79.00
902,70897,New Super Mario Bros Wii [White Case],17.96,25.02,50.00
903,30818,NewU Fitness First Mind Body Yoga & Pilates Workout,10.76,11.34,23.00
904,19611,NHL 2K10,5.00,5.97,17.31
905,21950,NHL 2K11,6.93,7.95,24.17
906,14906,NHL 2K9,4.06,5.24,14.37
907,35024,NHL Slapshot,7.03,9.97,41.59
908,31144,NHL Slapshot Bundle,19.27,45.49,62.16
909,19867,"Ni Hao, Kai-lan: Super Game Day",5.76,6.27,14.98
910,32127,Nickelodeon Dance,4.13,6.89,17.72
911,34120,Nickelodeon Dance 2,7.80,8.63,23.45
912,32828,Nickelodeon Fit,5.00,7.49,12.77
