Price_Date,PC_ID,Title,Loose_Price,CIB_Price,New_Price,Image_URL
2024-05-24,8453,Action 52,267.64,488.74,1999.77,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv97lqsum0d7-ZmYkSTmTfkup3FCe0TOxF7Qa2jsGJ5J5cQJAo1fmBUryg2Bg4W4KkmjrRVITNAS_qUA17G667PfgmdZl08YqIY1h0YF7ksz7bHTlRyznqDE0ID12tOY2Yqi3vAfvc6HSkqxpao4NfB-TOoTRhg/60.jpg
2024-05-24,8455,Addams Family,22.58,69.99,554.41,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95EY9EWjnihAhZK5SK_1QPV9SNgD-sd0DpC4eb9cr-n7Og2B0RAajB5ZZEpiEM_Sdf8BtkCmuuEeM15bM4JwpV1qNxTAx8_h_XS8GzoHsf48_rWflBhQScrAKbuliDrNN6OfaQDXUBo2caJ2VHcdiBiBKnaDg/60.jpg
2024-05-24,8456,Addams Family Pugsley's Scavenger Hunt,72.49,233.54,266.09,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv971k9WwCZRsRcLda4y6D9xmMGd0WvXoh5rmJaJM6TOrT2YcLSNdZSZB-_Cwmn3YC1u6FOz7YWpa6doF9005zo89NDOa4QycC_dapEH8PpKIHmktGS9mB6H2_TtiQUpXz-kbuWF_XhmpITKfAFxCi3DoX5lQAw/60.jpg
2024-05-24,8458,Advanced Dungeons & Dragons Dragon Strike,84.97,207.19,405.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv97Ry9k4TwtHQwOGDHTkS9bWYNGj_AM9ykaSx5kr7b4sK5HB8OkuI8NvMiBBB-QHRTFRhUb1uikYTTYTBCCeaSSYdlkk799hP1yJ0aQ9NywHrpZ7aZYkXbWGeYMDxrniwYMOGshwSPc-vywgv5FiFmYmZvRIwQ/60.jpg
2024-05-24,8459,Advanced Dungeons & Dragons Heroes of the Lance,20.61,60.50,242.00,https://commondatastorage.googleapis.com/images.pricecharting.com/67eb38f6690f49cd17d524ebd59ee8483bc14e2f7b3045a274a447a9897e31a3/60.jpg
2024-05-24,8460,Advanced Dungeons & Dragons Hillsfar,182.00,338.21,354.08,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94qZGaIf37QRk6VcOf-sNIEfX0IF4FYOc3FfAmuJrCCwvDu19Sd4HKvCgYMZuavCRypTMxvSshhvjld1LLrdLccKU_FbA4Kwz8XID5-DTYCNwUXfub4cpUsTsRLWs-OaGkmhmoD7iXiDMk2GAfKIKW9mcfSEQ/60.jpg
2024-05-24,8462,Advanced Dungeons & Dragons Pool of Radiance,50.81,124.45,340.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96Sfq7IDeIzMYfA6idmX-rJt20syZ3rBKsL_dqYlckFURv1aD1q6Fyp4xhE9m_shnjY_HSVj6ZqRfhI1MQiXzrE2eQ_U61xJpiTz6b9HJvo1Xr7gy02_KVyZZjhPkY2fKAOHK48AXf7frgqWoZd_EmTaYA89w/60.jpg
2024-05-24,8464,Adventure Island,13.52,52.47,477.22,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95Y5IIjMUqmUBnbTCV6ZZSIZmaUOPLLrYogyKn_jjVPgej4v98bmYSOYj82NFESaCnR7s2mTIiql9qab5ga9JLma9ulirT2WIWz1qzpVC5UkQydEzfr8If8iV0MYlZvXi5UVzTecqy9r0em-9llu7aj6L8cYg/60.jpg
2024-05-24,12176,Adventure Island 3,69.97,244.75,499.99,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94ww7Q7OGKNr2YXzoo4F1iVERkEUmaUXNTB1D_4uWMpGkS0-rHGiYLZMWvyV6-k_fmS0T63ZF1WWTJ3DOTE2ppzuzExhFdKuUKDEGdLsywh2_8ZwCoADRcrDuMWAW8eP8WmlCJJa6NDWZOT_wAB17pKPe9qWQ/60.jpg
2024-05-24,8465,Adventure Island II,24.99,100.64,614.48,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv97H0Z5f8S7GAXpHuZdAN1qK4LSZRQhhsgaAvAp3OnQv7ek7o7NOTKjcRxyEPHtvy2JpTlkSpcZrJnUyh60s783WPqal19qkMh2AUfG1pqqx2Ma4-KyjKGEHdYEaOc2E4HXPwgHLPnkUe70AlSVIAgYgyhq-zg/60.jpg
2024-05-24,8466,Adventures in the Magic Kingdom,7.56,42.11,299.68,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95Z6SFEMAHCScYAACy8w5zemGiU7ssaOzzUiMQSAAq2KcWm-G-QmIa-cy2_7wfnVnj9xakGmtN67_995VfMeWXG4h254S5WD71-T-GxWJ3IzZo07WukBJPT8YEGWxIJp8p8-ytlHMUqzQccEjcD0laVw8t4YQ/60.jpg
2024-05-24,8468,Adventures of Bayou Billy,5.61,42.31,249.99,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94MBtXYelJTajHefSQc6ls1J6k2dO84NYn3TycZ15iO5BKdG7NvQrCQYZbI7cpxIKOBN2n81u8IjqZirU3YtmwWHULEXYlJWHcP_30q8Q15qYH24QeDSdKymHuxQMCVL3d8KrXztPmJDKcBfzhMR3s9MPH6OQ/60.jpg
2024-05-24,12175,Adventures of Dino Riki,9.95,48.49,237.49,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94r8hNXJDGs2WhUE04V7yvJsweKlbTKgm7D4UEoZzVFumoz-bXTsvnP4tlJ96dkb8iuCYJ8sIJN3gxbjBxg5aFeVJTW25UrlMrrJA2p-N3pxE36IuPxNgr5UDRGju5ja_Y134kTaSj4RndPi2PAiiVlz_CDyA/60.jpg
2024-05-24,11979,Adventures of Lolo,13.99,104.99,570.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96C9mM3fbfjWJfy9Ym1nSvkMG4Dn3aofq7hajMd6ebU0lJDX77IAe3bDcHFcn6vrwUuwkNYwMr1a1T6c8a5UyE0c43a8-SrB30qH_rRHC5uv3rp12ZlGjVPEnf5-hq0fkYGk1bVZjU8iBW7-nP25m1u6YP18g/60.jpg
2024-05-24,11980,Adventures of Lolo 2,39.72,125.75,503.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94h57C6qgayv99fC78GPbeLP9wlWWQeP0nkWgYFYU4_x_ZRJbche2Sbt0qf5csb4gWcXKnXES3UpgftyUvDS3KkLrVFJjbPs0pgWCjEbU_NEcpk6f7yXSeCCQkDi_EIxdw7qpB4AMMgC-A6wO05-w54QWcDWw/60.jpg
2024-05-24,8469,Adventures of Lolo 3,62.90,139.48,555.18,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv97bPewsGR74oZLN4vDAQBrlxJcwaWTp7DK3dV7MREcvY1mizCQLhalPJDGvSSFkbFfpdg0Pd4oDPhMUwZSQXxq0jeI1k2VQJiq4N-zTkLF8ZUJ9Omv6_tgw0mC9td1Ppb1A_jZ7_Euco1BgJ3KauBKpJ4uqXw/60.jpg
2024-05-24,12377,Adventures of Rad Gravity,19.34,69.83,279.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96r6Bb5guY9fQjFTGog8giN7WPxyz8ycRpI_1gLqy1t9s8c-9MUuXe_8W_frrKPhfRelmzV7lB0V3wWs_WcN7aEyiroo86c751N3FahRpSH4O66Gc-gaQ7kbxZUjckHb_NiIKZh1hbSOVl1nAoQKvxz21v5og/60.jpg
2024-05-24,8472,Adventures of Tom Sawyer,9.96,43.00,167.50,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95AHNlayx-olEFrNowj3gQCYUOUFUQnYKsvDFF-0UP85jtJXbuXClhOf9dcDWgLgGy71MJ30SjyTRm_CMrA0lTRN-UM0lLvtVprwzNOlOyAGB_JRHIc73KgTaX913u5eM0fPxQFUsW7kNMcrVqV43Hnd1k5YQ/60.jpg
2024-05-24,12177,After Burner,8.63,42.00,168.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96_py5rXrhbSYuZWrdQoIgfunuEfNlOPTPZZ2R_Uk3Zo4dhZF8WC7I6tn4k3ugus4pNGqc5sXNySCfvpicvHhrso0zxZaa-AKx36zgjyfNmeuxS3UQzpwmrniyIVXjIpOwxViHpFTKGegHxKQColq0gA12Jgw/60.jpg
2024-05-24,8488,Air Fortress,9.99,32.88,86.42,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95W1Out2H0bgyytOlCKYwosXTGHKeU9s6pplDm89UZTlo-v84x2j_CGxi0yVvBRQEofUExJQr_Dq_fAPEr-hHhEMZku_8erBDlf_weG42B1c5zlJ-oDORji7xxoSvPKnFIxnCgjp8yQ2wW5s6hOPo7INxzxng/60.jpg
2024-05-24,12178,Airwolf,7.26,24.99,173.14,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94VlJK4pd_uew0ZAdo15IBcZM3b1UZkFsQ8xDLUbLkB55QsyEf9LhxqjaSKel_iMbUhSmvTxbgAkiDJqRHj8SyWaEIDaEH0UZEXq2SQlXmuMLCV_JHT0xjTzWmZb7kPCspez66AkSMhICFPfSfOHBiqTHZKRg/60.jpg
2024-05-24,8491,Al Unser Jr. Turbo Racing,5.45,20.99,195.78,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv97olz3oTFINQxVKIEJCjFdGqCBJ9JbsfiUc15UEevyrub6Pvdx6IUXmyxopZMYA5bb_ODrH_GCuY9CFkLaQnv87XuRzgzQTU3jg3Tr845F2sKE8rrRwyZPj83tNakuVo1HIW8_0ervMqh1oeh6oX1Vuv2j8Mw/60.jpg
2024-05-24,8493,Alfred Chicken,96.10,339.38,1358.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95E3-OYLuPWYXu5wRhlGxnrg1scsvuQ2IIKrc8G5mBJBV74w9PPSyAl4RC7un8cDkb6-q1dmujf4dmO95NVld6Bdv9KYt2l3o9dbXMeriR2QrennJV4pB__CK9DNJ9j-Sjpr75lgpQ7ygLrwPYWXeY0YEcvQw/60.jpg
2024-05-24,8495,Alien 3,34.98,105.92,282.77,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv97cH9r4UWhCaqxiTZkgoT9tqII83DfFfvy9Xm83eYLqnySK25PZ-zEh6i3tjXi_tr_sUgZ2ogWTe2v7L_JU4GvYveuvHPNVksRXzJRr_9G2uEgN-9N-vxHMb8uYr4h2r2PaJVY2sM7IUNCK_Ok1j5FUn-MttA/60.jpg
2024-05-24,12179,Alien Syndrome,13.50,31.16,181.74,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv9588qUzvKYszQzO-Zyf59OGPdMbOQ9XwCfNqYWf1bvQ2DqEjSC2tr34Jy6yjd4nG-nrnpYw_xP4SDFpMtXJyByGu38qeT7sZF2nPtp-CiFbhlnIHrQw-FZrJt6JZLwhlyA1O7qYEdt52cLI9N0jI9oSXOYIPQ/60.jpg
2024-05-24,12180,All-Pro Basketball,6.89,35.25,74.63,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96PFOP2L_kV7H7dC_pIMiko5gA0-4HC8YO4oUxzppA_kuY8aHcDHBhyxhPuWauVNae18kpO3LjnWkyTmyZMhDXu6thAczkligMXGaVsfEBj-XPMIKPdhLN_J8YeQAxwW9fNUNP4Qo_UxTnSTRzd7-flQi5pIQ/60.jpg
2024-05-24,12181,Alpha Mission,9.52,45.84,355.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95wAOSCzXbSRKAU3NMhWVQ9jd3geeh_K9mPhoQPW0yzTXhlnZe35Ja28hZLE8ewpKCFVq3yzhrSenW6DShbLkR6zClSHiwnK9-LR7l9t2n38JVgc_6lol-rLJmYWUN5kzskIRndXtRFNVperzVoeD2QHOppVA/60.jpg
2024-05-24,3414193,Alwa's Awakening,77.93,105.00,119.99,https://commondatastorage.googleapis.com/images.pricecharting.com/97b1474228216097afce61bd25b461046bf5364aa6d9a7798f3f9951701161f5/60.jpg
2024-05-24,12183,Amagon,10.77,51.00,187.66,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96KN5t6B8SwjVvcP1f6FoJkKgMQGlSDu31CiE3CyTd_ZsjoCddYxg0MsnDNsiqrpmld04TKRDT5wKFeap0fHkRUzib0T3Gk7ylM-LHnPXpaDhphG5yIvj9_FIt5hVIl-yKnwobtLQ_3TpXBiZkNV3tsyqZobA/60.jpg
2024-05-24,8507,American Gladiators,10.37,41.00,164.00,https://commondatastorage.googleapis.com/images.pricecharting.com/fe9d2218776e41dd3df379eea6df83e0da9e0a95410811479ab52a568b34927e/60.jpg
2024-05-24,12184,Anticipation,2.98,14.99,75.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94PkLRuxlIyLygeos37aQAJix_BIpTlApwAKuMH4of4-YlZ2u26MgNOM4rfZVVTnwOeJaS0Zk-eZr1sQGFTFKZm9DBykSYZdRTPRwV-55-i44X9fWvunTbz-okuk_bzFOfUt75JdARyndJfOULfbcy05naWDg/60.jpg
2024-05-24,12185,Arch Rivals,8.97,38.50,154.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95Sm293kLtMuJNn2RJ6QwmXRtqnrlQOAZJHblegjKoNwJnMCuZ0dp5hdBKaF9jcYMILM0kp1VELOs-JMbJVfmmbY1VWNxfJA6HGlWmJs6dzCjG3wy1nfXl4gw1vWnEyeIAUcrKUnxELNXfvOBYgWcMNXUARgQ/60.jpg
2024-05-24,12186,Archon,10.25,46.74,69.95,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv973mz1zcA6HL20A-memT_eEvrql5UbHJk3HyLe-ISaPh_CtaPE-yLoR_MdefwLZBhi2XF79pDhBpwImHvZCzc-Q-xAChSU9GVn8x6kEEbciKB7eZqc5GjXn2OIp3CxWV78bT20MuLltTAjqMiiH2kPs3v89Rw/60.jpg
2024-05-24,8527,Arkanoid,17.65,187.70,223.27,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv9584fAVcCq7gNwcvAQkQoFbus_3xvozC3rtzw0w3j8xZbXR5lDGtCStToOgzSeLi6BEsPPCePIFoEpg70IC2q5jeaPhijV8SBNhmxpUh65hRxMOSSm4Psd4ch9o0e5AayqircXfjwt0tPK1ADfTILkas92sUw/60.jpg
2024-05-24,16264,Arkista's Ring,54.54,173.51,372.64,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv947QR6npVCoBoXywA4BquLqmgz0UfViFqDPEPb7kv9EOUjUWGQ4AHT6uVImFEA0-9vzYgALIp1rm33r4QOhYFq7NSE7joqE4SFOojrQpComy9hz7gse4zon9dKq2GZ1pFtrLV3RdiOCdpPp3JjJPDLBMe2Z5g/60.jpg
2024-05-24,8538,Astyanax,6.89,39.47,141.54,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94ljH5FHXx8HztbXEeng6ViqC-RmPOSKbC7Lnm6A60Uc8E26_o1fg1uVf3Njxkg2XX-mA9HDaiZi40-em7KnFpSqZOsOXM4BxCLIfn_LCqr4pQ2DdOMoi_uRFmWI85StIl0rJu537qpIKTY8ZFhaVM4wk92wA/60.jpg
2024-05-24,12187,Athena,13.80,70.38,282.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv946b33CvoLJkzAQO9Y-HAcn2duI4-8fMj_4XiJzi9VjqGbr2H1qxq21RF3DNjehkrKY6NmO-_0df8eSFP6j90R53v08vDUJyNWzI4orcyb9CjxVQgMwk9PNO-LnII80GgMe8FTFiTM4_eO9w7A0krYj7WD8sA/60.jpg
2024-05-24,12188,Athletic World,9.99,36.55,199.83,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv97J8dBvWo3tDwHtvyMpCSRnHZvEOWOT5xKkWCO0eNFHBkZiUNrPaB5fWx-nYwqABT5b2McDnO9s070mbRB7ubxJKU1X26cYcQgyLVuiZlA-CXm1fLcPu9nEu6Dj5LVjX9WoFEfOeLVd1CeMtZ5XpK5s9OKzug/60.jpg
2024-05-24,8541,Attack of the Killer Tomatoes,49.33,133.75,390.79,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95TggGfbVXHcmJIuNeLRtAJyFGXrlO7QNQPOTDkWQgQP9uBETtZYrBhLuRcl_-SnBnbl0Y5aSX8IC6wM0vNFU18G5n1FgcOi2KLemv7s9QSfpTPUN9zzIyU_adO0cgQ4dDtwSVreem6znhHUHqSTdHkkDsIfw/60.jpg
2024-05-24,12189,Baby Boomer,80.00,162.75,335.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94XyAVGGriSvj4ojLkn7ZpY5bhwkTpCfuqPQsWfvjdOPfyazAAAMkC1nqNu_ryF4k-ytPPj0AVxudhEwYugHVzS1Yu41rpUyVOq2WxSOevlZkZMC0syVo3u1rav6jRDpaH7HIx2Nq1XedG1EEsZP9REIw5J2w/60.jpg
2024-05-24,12190,Back to the Future,12.99,69.00,749.73,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv967-OPlZnIMc8AcLjHwLEGFck3orJHCrH076JvwUOOULpgxjbDDBlF-R2XN5nb_5Wa3napnfwI7M_bG4GzwACmAzucq1PpyRK7-M1syj0prK-pd3HE2IMC1O7UzZg6LXGgqclPxcZ1W7Rhfc7uA2mOv6iLBxw/60.jpg
2024-05-24,12191,Back to the Future II and III,19.94,92.73,538.01,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95axWCwpSwm6mXnU07Nv82LqkdOE0iE3lxhunGWZNL7WfTLqtg-I6eIXCIUOfIMdTeW4_IPu7oju4yCi04_txTP-sTbYiFVMVj5SrMgFzNnrIvNG-UM9xfop1TbzY7r-daANjKy7BSeIlyeu9X15BV9DrRDZA/60.jpg
2024-05-24,12192,Bad Dudes,8.52,40.49,292.65,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv97hrUgcSsTMrGiE-Ia7TDl3h6iuv6uVnYNHIECZQsGVc7Y8jpngq1dhQ1RSd49zUdOtLj5QbqpEOljGNdGRRVG-L0YVz-VtcIz6ScLrWjHJap9U_7qxlMD6OOlccow7bs-5PW2kE4F1LPt8FvXkehLSB9TqUg/60.jpg
2024-05-24,12193,Bad News Baseball,16.60,52.44,168.27,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94FwvabQ-Vw2HzSaJCT93IvRduN5TvfzxMLGDvBmn2v9sqz9zz6mKgUk0i3wBtAxuXHSLkH_RUXxHmPMLrv5z7oA4nWYGuIN94XJAiVlsCLii9fwfjxAQCrYKkmGRrP3C_rQ8xG0QUH3bOOYsW6xCEv42UtTA/60.jpg
2024-05-24,12194,Bad Street Brawler,9.99,53.04,212.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94Di4zXhMD0nqjp_nLTbT3oXdXGHNJNv0aPNKhvDqhEjqJd7mH2zvvFm0MHRX9WzFU4jBVmSIvLQW5FeISHu_Qk-Tx45C5Ey74HJ_FASg7Zs6ixU3ja5LsaoM6BrtA01iTzNNo1bCKAE4xKlLqWb1vMlMjOLg/60.jpg
2024-05-24,11981,Balloon Fight,27.10,172.73,691.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96ir7ITLKZAyc-F34ZVDItgrk9TLCpXgNzFdDwASG0nhxrs2VhkpCCgLagQK-n7Qq-QWVpHDo516xRvpzOD2VgHbBYwkuMIOGFr-0eX4ablu3jM2DCJHrUufFSn5jnwO5llL8M_LxbVPVWOfifAm2KNvvJ3Dw/60.jpg
2024-05-24,12195,Bandai Golf Challenge Pebble Beach,3.60,18.61,84.28,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96yb99T_pAHFrylyjBwu05JovYssnxuSCx1qP1mqRHD7UCThY-DH2LoC0AGOjKuxUCzg8OgEYybgFoj-LaZYmXi2Muoxg_Aa1PMkPeUU7ct0jKCL8JQkBhEsaZoO4Y8nLDw7F-na9GDTwrAVur0waxmmpRSPQ/60.jpg
2024-05-24,13109,Bandit Kings of Ancient China,133.13,275.34,1101.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94ajS_C02XzCeUJUcQFzgcDwiIhgho8HWZqlM2GXeriIONmSKcN1WD-PGAIsePSZa7xJovcSrfBVvr_afP4kRX36csftOTW2xFfO8vGYGkBdQCZU6p9H95uk1LtH2w2qEdtfB128qzPIy4Z5NqdDNS7UDN1FA/60.jpg
2024-05-24,8554,Barbie,12.24,50.50,159.26,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv97N-CmqtqVceRzwU2nOiXzX-6zFIliwQZ-lLLrnPwMAmDYJI1X8sBhOdhhulNIoOpt8z04CPBNxkiLBj7SGxN0VQfOSD2lsyZq5edjNr1GzEDv_2bybw0XLPrh-ELXKX67cnbIUc_LCRIYDlF4De5YGeyAuKA/60.jpg
2024-05-24,8559,Bard's Tale,21.97,73.37,520.01,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv949xZ48qFykHfZpMo7VE-6sZQoA7JcO-s-ybN_7LsyAxwW8vWnZFlos4o33LFgD_ZEI8YD0zN3CsPPTNZrV26CCdZIQeewmyDgsZ0sIf-awCng6icVZrPa5dsc1zW9W-trhKA8gx4PmoX1WgW1wBbAa1Ga_wg/60.jpg
2024-05-24,8560,Barker Bill's Trick Shooting,12.87,34.98,136.45,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95o7irxvyZQgRHtxuVhwS5lm1zj5NEy3PFi6v2GWM4SiMqQBdOuhcn-8lByujLcsA47_Pb-VgGxk83gcL17223U-0PHjMM86Askb1oP75_ecR_4LuodkE6Q-a7KMHJ2VgtEUwW3mK3nNefH_D1E8Ps4h_pwrw/60.jpg
2024-05-24,11982,Baseball,4.33,42.49,854.72,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv948DHjFmiHQFnx3XkCUUgaC7Getbdfw2gi8ta9iOEWTn73exJRvqWrg0X1T5YKbhfvbkLxHdiT6jLrRuOQbTuRUioyZn6BDIbafNHikTKHp46Q5ZA0vfsMAlHIaH7MupNOnRU0bmc80Wr8B9jbF2MjOliACZg/60.jpg
2024-05-24,13843,Baseball Simulator 1.000,8.11,32.63,93.96,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv968S8tSUgNlf8j5TICDuvbRej1bnhqDXvqFa1-mJhVDNBmGx2einQdnWLgAui263SFyJo7SfqLzK1RLOVHtXnU_SqqNAA0KV6Z2LA0CfXkO7TFPwahY04MaSEbLSRmByyCAQrao6yp0nZe15UDKtS-DfnQWpg/60.jpg
2024-05-24,12198,Baseball Stars,12.95,44.50,178.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96W37qGyWfzzpIpCBBJf9g_QhmQhOdQtIVEcPIfFkJc0D9Z5gdoOrjVANvyuNvec1Kb0CB8l5OgFdMG1WsrXRWJVh2ZZpO9bZJ_GTnWc3Vf57k3kwBACdUYcTBYdaGbAWMm92-rKsrOQrY8-dXcRJ-CS8fKqA/60.jpg
2024-05-24,8562,Baseball Stars 2,24.99,64.50,258.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94zpRRqJWowDR02XuS55a7FiMyxS1o692U3COphmwuNLC9Y8CK7vTmhyuIPA85pPigg01YawzqnULpT-RNp-h5DYBiCpPHDtzcD6nI3_8zsjSqOPZdc8bv9xQRmcvjQGCMZjW9zqbwIWUyschGWGf4kg9oNMQ/60.jpg
2024-05-24,8564,Bases Loaded,5.71,19.97,252.50,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95pTh7P-4mYPsxNac-FUS3fTLREYzIh29KgIWjtqtffCQdZpORMwuz5p8JVlNlmMrcC32AqOxu-3E5YxoEEPa0NrrazDCg7ghcyspTOsLFs8DRQRyoKJpbTYNb1sKtRUVBZbJ8iKPerTvYIAWGcgs1naXLxug/60.jpg
