Price_Date,PC_ID,Title,Loose_Price,CIB_Price,New_Price,Image_URL
2024-05-24,12152,Deja Vu,12.98,47.60,151.25,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96VOXXs-oc1XpXRtrFsHuvBsO8kMW-f6tCZXiKq6EmFSTRN0cvNdt8OzBR9Qz74rSfxwjg1EBa5D8wAenk8uInmGLvWVHVAQe8GNAgmbZt1rB3YBb2zgTbk7sWvw03AjgUGCovZci_fbAILOwNhEFMM97HG9g/60.jpg
2024-05-24,12153,Demon Sword,9.93,33.79,186.83,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv97vNt7wR38PAJyQBURhtccBF8Pv00mqUCix3cvW1Yb2dQuAXRApf8ji2swjVzCMlRZiK-mKucROAecQjcphi-VLwdJOU7wEYGFk2kMGHF4h0zqtjSBNsJ43jqy2uGwxSWalGUqLOyTP-CYIcdhH6ukggoaGtA/60.jpg
2024-05-24,12154,Desert Commander,9.74,29.62,133.27,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96iCcElC3Qk8dnMxTgT4vj-JiaLPIhTe5sQZ5_Nm8seTdpiyYC5HMGkR7YSLXPSbFZq_OQO7I_Nnwfzjub0CG0EB0pTYq8oJDUeFzIxGBYhP-tICCNxXClshmUAcckdbblS6D4s1c4GIp-ybfDCvpWjmIZ8yg/60.jpg
2024-05-24,12155,Destination Earthstar,5.18,28.22,89.54,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94WLsWHMsV_f92HqSiG7NI26I27Q51LIrqfcoOGH7MhWgJoEhINNSLrwc6LB80Q8Xp42MNnCgkiXX5om6bRCYSyZ1v21I5XLh0Y8w0OvDWzs97R5YOOXXNzjv4oXEaQ6bnft72GAtYK2OvShUTAWTDFAGAYUQ/60.jpg
2024-05-24,12156,Destiny of an Emperor,28.57,95.99,384.00,https://commondatastorage.googleapis.com/images.pricecharting.com/f10b2a84178f0d97ce2e59cbe9cd6332899c9053171c0b15b8ee1c847cb38911/60.jpg
2024-05-24,12157,Dick Tracy,9.30,48.99,299.99,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv971797cQUrKdDI9-WeTjHXSBKzEyQYCpHSgjU_lLahumm-EkxY47Rz_OaVNcYibHeat9DCck2LoS7J9dUiv3Qc_Jr9_4eDcumTWu-0T5GkjMihC9yC1BKQJsD0jpjEIBi_ds_V33SNwDWDqHgSzmAIxk5c_7Q/60.jpg
2024-05-24,8841,Die Hard,181.16,395.30,1581.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96HwWj7h1-A-Z9OAdjI4Ayd1i-4iLBcHUZz_4HrB5XXs8IbyikBVnIBAAJgx_gFSSgtZfp-6iXfF1S9mrOqXpgw1WzqcSE7LFNx5SRvkmFyWn-3_Ntf5VnFx0Z5lE7XHGxiLZHGq6eqE1ZUDh6dwXcIF3NwYQ/60.jpg
2024-05-24,12159,Dig Dug II: Trouble in Paradise,10.00,51.11,186.76,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96Mbzq4TrVzo07iKGPHE9wMbYqu6tbEgHolG4_PT9-l1TkBMSOIDQQpaFOqoCdXjkK6N-bapVraPbIVKvUD8vzPeWL-phbcAsnpSz4EtHnw-bwogDsl5n3b193TSgEqJFiJBXAuYw6w-DkGbTx-qLeIOGbd0Q/60.jpg
2024-05-24,12160,Digger T Rock,17.93,78.62,227.58,https://commondatastorage.googleapis.com/images.pricecharting.com/cd5f98c3c0a352d363e0e98929ab8db91f10af2450789e79942064eb71ec3428/60.jpg
2024-05-24,12161,Dirty Harry,11.99,52.90,140.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94D2RRrfKbaI7ABpbUkEdp6ZEoBP7h1Q_qkx3wnoY0IsU8oa_9GltkY5u2e2gbxClnxhcHKkC3IO_WMu1hFooin5s650w_yMhv-IYlaVrm_TYew-O60TsBpjz37hp_bHW9-Ni-tiv5XVcMvZMUSLKj6_zL5IQ/60.jpg
2024-05-24,39508,Dizzy the Adventurer,29.91,104.76,425.01,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv97R802x0j8hqUyRRT94-IKSvhwADo3CA46gBZu4LhydS8BRhKhxaga-Kgl5PcBXGehaUcvcOK9Yw4QvBkyQA9Ha831bNTZGmlmZDG34O5bD841AMDpdIbhybxCzakedp5XZ66Oqn2coFjjU4_rEcGqXjnZB_A/60.jpg
2024-05-24,11985,Donkey Kong,40.46,232.75,1918.93,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94SSioRa_9z9uCiVStfspKY4ktK94Ms_8E89Vx8Kjv8KdAAxONUqJfQyR7g_Wemd0_Qbq-yLjUKIZtpCkCDVKYX59IJvN0iUgi6qhBb7XaP4OjcRUGgOn3yMQtr3AxBqLkG2MfgkuA140UFAPufNBz2WlwN_w/60.jpg
2024-05-24,12163,Donkey Kong 3,23.32,130.25,521.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95a4yB4SwNP61HFpezr-ZPdMIXsGtYlKPEof7VEwy1Yx7IeN-PnPvUXjeJD4t4n-Xfoow0jO7haMnqINVnkkAROLx09bWQdvopcAIpmzw_UdibGK-VZ7Ghrhbp18bSTUcZ5mqpub3NOsEFrTWrzeRbhssgvwg/60.jpg
2024-05-24,12164,Donkey Kong Classics,18.54,57.82,660.50,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94eT4aQ1_Myb6RVLuI6TeY5YOYsIMqqzFFUCoV3nnpb7AZzAfl6JRDlWzwVCP5-2pEsbiM7ndOCdV5bmrvbR7y5To89gRnJzyHNKT2yx5pNxAhq_EvQ_5PPcjyt9AMxDuJXtxdWrx6sHnC8sihB3oDMv-TFvg/60.jpg
2024-05-24,11986,Donkey Kong Jr,27.66,290.66,1163.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96bVGIZskWIJtFMmn7zbctDlBSurxbtboAmheag89UIPuCugAiM1_RvKKF926qPm7meDYFcGGOdX--HrwjnIg3askbVQZ9j4d6fmmLd4ezoIFXZATZwFjZ_K7soTiN-T-jy8X-d_IXkHW0BVbIUeMiqxOtf6w/60.jpg
2024-05-24,11987,Donkey Kong Jr Math,173.60,2590.00,10360.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94sZFokIxk0egiUqpCxx08_cVrHSk8PkDrv2pvXt6Thrc5wLq4_iMAVVDBiZ628BgbuqQOdmq35jGk7MEGxLda08-15FLnUuWg1YZy8FYESiGEVIYai23SAqmCP5pgpzWhoKNIhTe8eQ8zwWqG90HqJCJRgBw/60.jpg
2024-05-24,6095325,Doodle World: Redrawn,,,,https://commondatastorage.googleapis.com/images.pricecharting.com/d9fb815895083e59743616efbceb7f213ec1bbbb90b4d5e8fccaf20f78d64f9a/60.jpg
2024-05-24,12167,Double Dare,15.47,99.99,193.46,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv978teoBMA1Zmob1ebFW_p73My_TuTC8E-7NcRl-fWWvFBU3E6662jTBERk6Ljm9AwUopqzYwye9Cwh2DU_TPer0WiZECqua94tNaDs47IO8vbhRQHqGW5tfoqt8QIyAqmxb6L_TQXZgr5UOaKamSVdO5guxQg/60.jpg
2024-05-24,12207,Double Dragon,13.00,101.26,950.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94zaAWhi6c7K6kGgAZreb_tLlh1lEt-bwCDrbcHYTOc1q6LjjI4e-xqF_tWz7sm6FDasKToBfC5Ob_lPyFngGXbkqH1Uz30ndgH_cum8nNDF7T_iliaw156ZidUd02nh3Hegj2s-kECJdxyKNtY3yayp39Avw/60.jpg
2024-05-24,12208,Double Dragon II,12.95,76.74,609.62,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96O-RDXNhpVem2aDPL5KiiII6Q4zjyIK3gQViwupAYLSZcVv0QKweGpB2IbkXRm7JAOh8SRdMEsTr8yFiyBpCcCwXvkJJmArJa4d0sFO8LBh-YPeX_WVMd9alyDvhFJWmnnckxRoQslQMoyeQAfzm0fAjqyDQ/60.jpg
2024-05-24,12209,Double Dragon III,15.85,95.96,384.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95_I0UIjk8KblMgMqRo-vmxRr7SIHveAwLEQ1JZmlp1WZ908QAq-QaCaC-nTDqdY81feh7ETQykqxxqHMnfGmG9TLG4oVaqO77ZbtanIWPIhCiM1i6HA5L-qyhpFQCI4UiTbqkgyNU_UmjAvhdF_oQ67SuhPA/60.jpg
2024-05-24,11988,Double Dribble,5.73,21.50,362.25,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv940tlk7LLg8IOOwzmTJVzD9nzu6pPeYuMffyxqCh_zXMklhUO0XFv-t82wTjkZFMMkv1SoC4IiJBWbav2JXYVxDlYShC20HOKuHOV_-v3RBTFOfFHEnZZKsC9L_NzZsJabz-ObICfIawuZFvrEBNtSmEjRxeQ/60.jpg
2024-05-24,12210,Double Strike,19.60,69.12,123.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv955lvCRGed1hqmsuNtiYruDIRScLnYz0MIq6UAosZyzh8JyB4DT_4q5wre0wRPnEQq24Nhbs3Ooxhk-CuobPqUbzvHRUxMYc8r7VrIXSe2INqwcx_c9M_71cUwXkIuzTvrIDYRFjLGd_O8wSgp4gtuBTRgtCQ/60.jpg
2024-05-24,12211,Dr Chaos,10.99,56.58,249.90,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96woONwegjyWoNYb3NZY3fnUX1oJjVDOe_P4NAFWWjPz18RnsSTM8fwjlxtbLnOBeYBFY3htnS3dkOCNPlf1RAUzkwjcz1WSWykViqH8g85LLWvNpPMeiwROJw7kB0oFWv5Os1RdN7faLbTe4Oc5kVAz_6kvQ/60.jpg
2024-05-24,12212,Dr Jekyll and Mr Hyde,19.99,79.99,192.51,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv97gHj50hAjpGuT0gwSbIPPvKeIji2a-oybt0mXusfP3-8IVpRu5qd8XmIlWxSXuZp7KL8Aya7LkuwBDEQVISrvBQIxx-JhweGo9SIYZX2IKMnSHXFV-wb4utO-1LotsxydITojjDJA9GuLcMgQWwn9g0pe1xg/60.jpg
2024-05-24,8859,Dr. Mario,9.27,30.10,276.35,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96umFPcYRyc7IGjJHEQX45VhAV70TZJrIBM6oo-xaWovPPDa3-X1W7EG2CICj2HoQBeNTjQPDTnV_fZfCBncnJ4t-S0-VqOSI8bI5qNssAU464qu7KiaHqA47-Oy6orcuUIFohcuw1wozcK15SFT-pUA2eABQ/60.jpg
2024-05-24,12217,Dragon's Lair the Legend,25.87,100.00,190.00,https://commondatastorage.googleapis.com/images.pricecharting.com/ae7667a2969bf31cd6cf0cc962e80682909388552564a67bc89c9b546cf62036/60.jpg
2024-05-24,8864,Dragon Fighter,348.89,782.00,3128.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv963KAFU8n6Zq56iCWtsi8rYNJXi1qAj9CLBogKzoGbDr_Waf3i-WmrrC6WfBK16z-onJYcVSadZScBPljT8U9f0UcEjmr0wCN3e-X4HR9B_4Zvg17e67zSv3lVmJuk3dR28z5EAazbFyUBWYrKeeJunlWYTOw/60.jpg
2024-05-24,12213,Dragon Power,8.59,68.71,228.70,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95A3FtCtAxVXUWzPj8SEmbv44F8ceBnm4Xevh6WR-B3tgN4GNPi-lurnTNAneCrFzsQr-eV_qhhLi1aEsn5N84PyzeIRZK9a0IbEVa4LpKr3LBZFYXPFQDXdDBS3C4dlQVWYNeM7xxASnXfny1i1TmLPURL9g/60.jpg
2024-05-24,12214,Dragon Spirit,9.68,60.10,240.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv97IzaTSM7t2JVtdEEbrfPjetRwdTbFjCFSiU0QTHAQyGNDWFnMLY97JFxbtl-CprsTZ35Mx4E3CxwLMk7YJ-MU4L82faC-2-c0m_klcXJC0MpC9EkGnX2e767BGKY0P9kg72ZVUe70LyEKlfTc070PyVzIzPA/60.jpg
2024-05-24,12216,Dragon Warrior,10.47,83.32,288.26,https://commondatastorage.googleapis.com/images.pricecharting.com/6ff85b40ad7641aac5ac906c73a5500e7cc706dfc0ec29a38d7f76370d48c725/60.jpg
2024-05-24,12215,Dragon Warrior II,52.99,137.50,550.00,https://commondatastorage.googleapis.com/images.pricecharting.com/99880cb4421aab6ff2a70c6eb555f0733877da37a7afb98af24e5b5054e564bc/60.jpg
2024-05-24,8868,Dragon Warrior III,91.71,322.61,1627.67,https://commondatastorage.googleapis.com/images.pricecharting.com/609b349899b5c90908d54bdff4e2e66d9633b94db49c112447cccf3fed62db30/60.jpg
2024-05-24,8869,Dragon Warrior IV,117.66,370.24,1150.59,https://commondatastorage.googleapis.com/images.pricecharting.com/7205cca2ca732356f9a9633a183427de11a6aaaf585bab6fcc9d6b79fcc23d5f/60.jpg
2024-05-24,12218,Duck Hunt,9.99,112.19,449.00,https://commondatastorage.googleapis.com/images.pricecharting.com/9c6436fef5e3777e90bc25eff1ddec450c77cd4a191b16a26cb982bc2d3f7a7e/60.jpg
2024-05-24,71682,Duck Hunt Test Cartridge,,,,https://commondatastorage.googleapis.com/images.pricecharting.com/cf2e1132e4d1bb2d0576129471390f1c6cc42979ff9121133bf395a1d7958b4e/60.jpg
2024-05-24,12219,Duck Tales,26.35,94.97,380.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96uWbf719kiOwEcgQVPg6Xrrxhr9PKKgd2mrKNr-b6R2e8rLbyiDPBKTraJDQvL41_ifsIMGCInUZLlLKxLbGY6cNkA_EvI9r-vuSxOStnCy3kYPxdIJHoV3qMCbSuGPWgoQhCYLLEGaWUWsrI1okw_Ml2i1Q/60.jpg
2024-05-24,8878,Duck Tales 2,246.54,762.32,6500.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94A4leIOBjwfXmBUTScaPt5UBoK4gjPUokZUJtbNCPJeiQTKOVl973t91OAPXVNDESPUbduqHUgLjgq_g33clU_uunGSz6oNzKbherhPPm8y0VdamPJjNeSJNuXM6rG1TK1gb7-S-duaTmsGZMo06gUKMbN2g/60.jpg
2024-05-24,12220,Dudes with Attitude,10.80,43.63,96.33,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv979IXAgQi80_CMpEx4l5F563EFO-s92CToL6COpzEujLQBQLVQFs9xzy3Bdlvi6eLZR4jlz81VOK4IOGOLvkAAlWd8rxl1K5tUujkBAM3TK6ypv-40uNRrKXicfnRDd0M2cjGHjOJrQH2879hGdF2D-0iC0Yg/60.jpg
2024-05-24,12221,Dungeon Magic,10.99,45.98,226.25,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95rjAZlRp39GYpeWpdg9RbgRFsbmgu4jc71GCaJleG-MVf0YrrNkS7dzCpstn8BVjGaBUn5N_Chx0mYMVEVonRZhuE0QhKUPnJm2pk8X36lHY7_f0vsLGsp58mKPKp9kpGLiayVQZ6yqRJZPlWzEIovZlNjjw/60.jpg
2024-05-24,12222,Dusty Diamond's All-Star Softball,68.42,155.91,960.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95bQKNcKqEYsW3RPLXzyMVpCxIA052roYy1BeBvW_a3tyhJz3xXHxzwj2AKioSpyJ6roJBpyNPMAPidjmZkL82g-WxPWIuNtHrSq12NXolCqi3qxCudMS3PlI80iIgtV5HvvGm0tn9Gago014MH4y12bmxPSQ/60.jpg
2024-05-24,8889,Dynowarz The Destruction of Spondylus,8.50,43.93,204.38,https://commondatastorage.googleapis.com/images.pricecharting.com/003c9baa24ef2e0f268130a3a8637c7f63d0770370c7b3c4d3d03576b77f515a/60.jpg
2024-05-24,11989,Elevator Action,12.68,58.33,233.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94YErKjfp0XiBWfDTacrHzJvn26gujiaUJxFfEn16fN-9Nvf4quME1pdjzKGnSBLwoMO0d6pKM3qbCfcHCa05lt8HdTRuNUqaau70LfrinFWMOLh7ItPR-TExCGL6NhQBDXQJIlhD1yhPPgbAOgHuJD1oThuQ/60.jpg
2024-05-24,8906,Eliminator Boat Duel,31.74,90.00,263.37,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96_1MOnk2lDtjIHnKh6Odk70aLos2viSTEKy-7AvpVl2-512Au0b7Qe2BtY_xTozW0_Q8vNTPFeRIFfeQCjaZSWlegN7nvt2xwSNJ4SoKeH7Ig26Jl47AAYFcyzywJ3qbJgtTq0lwAyhR5mhJer4LMoGc8uVA/60.jpg
2024-05-24,6643091,Eskimo Bob & Alfonzo's Arctic Adventure,,,,https://commondatastorage.googleapis.com/images.pricecharting.com/504f9b63dd19d9aac5bf2a6783ca943da09e69ba0bbdafbb3e3045c3478714c9/60.jpg
2024-05-24,11990,Excitebike,10.50,55.00,1558.99,https://commondatastorage.googleapis.com/images.pricecharting.com/b38dfa3e1ce08e37a89160c49b09099826378e673d84610e7132f1a8e886f71b/60.jpg
2024-05-24,6206368,Exit Loop,,,,https://commondatastorage.googleapis.com/images.pricecharting.com/219322228aa4b69840c5b31900e49d4f1118d5868e6e1669de2ff70bbebd684f/60.jpg
2024-05-24,12223,Exodus Journey to the Promised Land,14.94,45.06,133.97,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94iIsDhf8jDEvTZPK0-9SZORSURvxHBG6A5BjK9Hp9ZnKXEC0s9R3Sy2P5s2uLPo2L4VdAR3oTZ3JJdubSem7T_jEX-c70bXuwCkK2PRQ6hS7kTbe2J2LvD_Ttt8sbFyI7qVdqVJeD1unL4jGJvyEr5_GhYGQ/60.jpg
2024-05-24,5879673,Eyra The Crow Maiden,45.00,50.00,,https://commondatastorage.googleapis.com/images.pricecharting.com/46acee19844e6e8008be744a3d7dbc38cfdbffc644cf3da59e5da5cdc652fa3d/60.jpg
2024-05-24,8928,F-117A Stealth Fighter,19.42,91.73,250.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv947HFIz3TFTALE5OE_HMHFTpGlVVp6Q9hl26d4h_G-4ukHHYyS1dyzW7KyVs0CVOUHJ3Jektb_FeIAvsyN99XPxFRgZa9F5wbUc1JAEpqeA96zI_zDdDukMsDUZ4BpwxBwhqMjr-mm-S2-0eEeJbD3NCnERNg/60.jpg
2024-05-24,19760,F-15 City War,9.99,26.99,108.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95dYLtJ9P2ULLLLJVsSmS_GMwJc_QLNOkLDASgGPK1ghzdkrEf2m5YhwHTwJ1dkXeCC-A7Yu9NwgPbX0NrMXSB1ceoIyyI6IxdFQUm71y-2RrhrNM4bjfPEj6v1JEUd0dOsBM30L4B5UJ4H9fzKLk2bhlH6jw/60.jpg
2024-05-24,8929,F-15 Strike Eagle,10.21,35.95,144.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94Y5vDkyNRWAH37TsROH6q-5U7lpockuKxX82ZSU6tsxeIZS6FMiMPSsETFTb5qDrmmlOAvF9pM6MU5YAdjVWfR3Whox2QqG1sL0-CH5kk1gm2mO3mcZNy51l93kFXumD0KcnLqhK7ZmIDN7o8A4tpX3fFbiA/60.jpg
2024-05-24,8935,Family Feud,12.48,34.26,49.34,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv962iQqCpnmgvWosB763zACgWnI2oUwskbBzfbmSxlNnI0lC5fhHgu1VIg-ewaSdu51SOgFTL7kxQSrGp1Qhu6z0OpV3RaqzQq8HQg89k2vNAHzX_PoJTfHLWXCF0JfWCLHsglJyLP7uyXB-q_Jb5z9oPyXs8g/60.jpg
2024-05-24,4643062,Family Fun Fitness Bundle,,,,https://commondatastorage.googleapis.com/images.pricecharting.com/a4156f8e1a58c71c70c3f367fb2e5e301ca01cff6fd9cbeafd67a92384e662b1/60.jpg
2024-05-24,12224,Family Fun Fitness Stadium Events,16100.00,42004.20,168017.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96SKAn7-gaeOnHzUTswfF7WjwhWnXzNPiKCdMhXGUaF0VdhZ5QnhWrbRUpZsI-VAeFJbwHoFQwZjhDpkyVt5H8LWey6pE59wapAFPzLck2ScFci6b50INnKgxiZhDdg022bIe4zK9-wZgo5KAc3wEkK0La_yQ/60.jpg
2024-05-24,12225,Fantastic Adventures of Dizzy,15.00,35.59,78.07,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96WCkcrFdmq6L5u4hZFFdmpBO-6FQDIRKd1B2atO69IUPdvSt8QxQe7ONrEFa6ClTwNHmMRTZKuN42QvVYqw_P5D2qGBczV-4LlI25ysym7H3k-1etCh3LhUASBcV-A734nSuSIXj3bdc42fl1Wjsbhanliww/60.jpg
2024-05-24,12226,Fantasy Zone,25.60,89.60,154.74,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95bAt3XjPLrKBmjelItYOimcxHXMjIqIxCfXwZeMAUoQmm27vGNOWHj8YJX4mu9uzEibmgTbO-QFQ1LeUt_HQhm8MwGcrJGjiTxL1BtgLH8JRWkGpDe2Jzv5Jdt2nuc70VyRwREZhZraSRwGFxdji1xKi4Hsw/60.jpg
2024-05-24,8939,Faria,110.96,238.00,952.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94uFH6oRcUqI4EtWCECT5TtdRDVniP6a5wBeLNejp_et6gGlwlW3nGLX98CahJACL1iSgiQsL1RgAifZ_bx178SG56hOuY2Ltm3jax2rU1C7n8DBSHBoihHpQn8qGCp0OM4DU1F-_DW-bEj0t6QxDnJnCjbVg/60.jpg
2024-05-24,13717,Faxanadu,13.21,41.42,354.02,https://commondatastorage.googleapis.com/images.pricecharting.com/674672cfcf1a5c6d8a685bdf1b6cc0e868996b6fdd7e68d6bf976fdb12163ef9/60.jpg
2024-05-24,8948,Felix the Cat,95.38,337.46,2065.39,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv965iu35Ynh6Sw_isDMquxYkD5CXAWjPeAkbQdgHw9O-avgG3Q8fbF6uUEUDU4ZE2b-aHF3cmoennQjIrGSHdHM3tomEWEWF7vxCVRViZhh2E6IQGDFtbVApRnyFX1MfQARPg_564n186fwaA4C0pbcY6Lvy7Q/60.jpg
2024-05-24,8949,Ferrari Grand Prix Challenge,10.55,52.74,411.45,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95EJF-2crnD0TxGBGKLyElvDPCHDPIS0BFtdRMNDTjvmEzDwYFUKApnSnyIAc60-L42bl7l8sOcftz3eeJQh0NpcwzZ7CuQ_QROvb_uR6vEobjpwYnal9eWrbBxt2JFnLs0A6egx1iE03ePdf1RqWBn_XFz-g/60.jpg
2024-05-24,8950,Fester's Quest,7.89,42.50,225.65,https://commondatastorage.googleapis.com/images.pricecharting.com/352ed0cd1f9aaf566afb4666634ae19406ebe79d05588f67c9b9b09cdf5e5205/60.jpg
2024-05-24,8970,Final Fantasy,24.99,127.16,855.00,https://commondatastorage.googleapis.com/images.pricecharting.com/3db45971776469b27665d50acb7696c222d4eac9ae587aef630cec42c7492be5/60.jpg
2024-05-24,8975,Fire 'N Ice,188.65,307.71,1231.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv97lcWwsLdPkCUDaYFiJ8yeaIuoqT8xizR0iG37JK3PB-BDAyhGdvH23fk3-FIifqIPJ6EwcpJcNHDnxnBmShxkJKz3RI1C8GjRojWBKwcEvm5452ll0PY-TJNzUGtcFpaaDW2OXYWlQu6LtaJVVifxy7iXS4w/60.jpg
2024-05-24,12229,Firehawk,10.50,34.97,90.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv97cniL6t2O1WUYOco0zto0jnKfadR7X4Bt6PIu3Kb8CR8NeeSejtW4azekvp9CS6P8QGNtRFAfj56t9ewQ0uFOVbKb5HzKfmw2sbVAtWunOVM8Fg1kAFNkDNvnLJCgR1DKMZQYT2LCEZHRg05klWKIlN2AQnA/60.jpg
2024-05-24,8976,Fisher-Price Firehouse Rescue,34.99,123.75,495.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94Jxv7F65eXP5rxviaaWwjqqyy1JkXmj89oxihcddqOYXGzKMalO4hB4q-VHcmsVxWLuGo-U5ZXErpJUyVgBJi0BBqBm6n7QXAKpJ6Uf8pb_gohl1gHyLWqPDubr30mtjmA8-SeWsynjjxuAqll3Q-VVZfl3g/60.jpg
2024-05-24,12230,Fisher Price I Can Remember,9.99,48.97,115.63,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv94XKdTuPnSPydIZktoxbWq0DajYn5jxEdfjc2swRltIQdPVoIp9WaiYcxnPu_eY8QOvHTFO3Irz0erc0Om3jKZu83k-xjwDr6g7fbPrPi5VlciRiKf3Spl2uRh2YlfBSWsm1NXobUKR6DNyiqL7nzL9z-EmdQ/60.jpg
2024-05-24,12231,Fisher Price Perfect Fit,8.42,36.00,193.27,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95DNj6dok5c1uRvGginTCftciDlJ-OlZWQIqk1MHr1JXDEgq6d-nwaKMM4r5KXYeCol0EwgQ3PrRg3YRdgv7NINqtgor0F5SQsfHk50irRyFSfLgfac3Gn-ki9dCQ9GBgQ8k7VEBauLoLpQr9h4N9FIj2K7hQ/60.jpg
2024-05-24,12232,Fist of the North Star,16.49,114.55,194.42,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96ENTrZBI_JkEHlu13xYDxFtkGn-KexaXGosJglwJuDV9u5DWFLMEsqjnXErOmeIQG2INzG-DKb19AKdDy10hLvciTQ8WvBM4cGXGKI3fg4H2IPQLWZQ13GTCFtfO6V17b6q36LID5ir6ZBDqvSb_-2zZ3Wiw/60.jpg
2024-05-24,8981,Flight of the Intruder,12.06,40.50,113.91,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv97xHTQcZUfmhG3v0xea78Z2sFersD3ETn7yWf11gzP0PlWv5REKmMkLR5gsHfn6ueY9uPSvzEH-2CaExlz9WIdtxOVTjvF6_-SNvGXe0Qyeakf5A6-zahUY-W64wh_E0CMFUzlwY2vvS7-2lhlpWz2dzSuT5A/60.jpg
2024-05-24,13107,Flintstones Surprise at Dinosaur Peak,1400.00,4396.44,17586.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv96YmViXZ_eg2VhQrDtpRtWdn4qMj5DtF3zW7YkqeoAqg92Y-tk4Sd4qAAojaBl0aKMpi1tWTrt5I5Rye8_zbo3-3CFEUgnfocGlnwZ-mzj1zJ-mt12hEtKsSL0O5ytLk7V-7etxKlg1rTpqq907E5-jJkJLrA/60.jpg
2024-05-24,8983,Flintstones The Rescue of Dino and Hoppy,28.00,114.13,457.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv968limCukEoDJwcV4p8jvHZs81n3k7BocUwkKvCgbYSqfCLRBwDecoQo6_1rW6cxar2Caxtl28HaNC7afyN-74roTOP2Uundv7Ab2ULmzSYrGD16umBZ1L1Go14xrgc4SMaWF1TJZXE0YzQeVdSNJuJP1_LAA/60.jpg
2024-05-24,12234,Flying Dragon,5.31,42.12,157.50,https://commondatastorage.googleapis.com/images.pricecharting.com/ca54a1f67090da0dc178665239b06895031b4999ac2ffd2751fe76150b49b760/60.jpg
2024-05-24,12235,Flying Warriors,20.48,114.20,457.00,https://commondatastorage.googleapis.com/images.pricecharting.com/AMIfv95H3D6QmRa6jgnKtZAfEr_V5Nz1kZ9F2Fq7abOqiK1js8gbxsaLMpMZH4avOwfQtwNgaZgRsvjNLQQGA5aEKJe-0xdFpHWiqSBF93f0E2c7xTMjApg9_pl8-IwneKmwmKZLuhPzmQoYB2f6xLvYtkSImkhjrw/60.jpg
